ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	Gene
42758	1.16E-02	3.39E-03	-3.0011879	-2.381095	-0.42885554	NR_033240	LOC100129794
41830	1.16E-02	3.39E-03	-3.0010905	-2.381362	-0.27106936	NM_198216	SNRPB
8296	1.16E-02	3.39E-03	-3.0009256	-2.381813	-0.42194659	NM_001201380	CNTNAP3B
10407	1.16E-02	3.39E-03	3.0007288	-2.382351	0.34748451	NR_002814	LOC374443
24910	1.16E-02	3.39E-03	3.000534	-2.382884	0.46136443	NR_026975	LOC286467
61858	1.16E-02	3.39E-03	3.0005261	-2.382905	0.27860417	NM_001076682	NCAM1
7293	1.16E-02	3.39E-03	-3.0005215	-2.382918	-0.21035269	NM_153810	C10orf46
32599	1.16E-02	3.39E-03	3.0004959	-2.382988	0.62380632	NM_020711	ERMN
30461	1.16E-02	3.39E-03	-3.0003662	-2.383342	-0.37946461	NM_030639	BHLHB9
62051	1.16E-02	3.39E-03	3.0003292	-2.383444	0.21023692		XLOC_001589
9360	1.17E-02	3.40E-03	-3.0001842	-2.38384	-0.52864745	NM_004742	MAGI1
28207	1.17E-02	3.40E-03	3.0001255	-2.384001	0.28176689	BQ216890	XLOC_l2_014001
2415	1.17E-02	3.40E-03	-3.0000743	-2.384141	-0.38713985	NM_032257	ZMYND12
1744	1.17E-02	3.40E-03	3.0000553	-2.384193	0.59955004		
46828	1.17E-02	3.40E-03	-2.9999199	-2.384563	-0.24880027	NM_173626	SLC26A11
15179	1.17E-02	3.40E-03	-2.9997539	-2.385017	-0.47903563		DAB1
55997	1.17E-02	3.40E-03	-2.9994162	-2.38594	-0.50999567	NM_019555	ARHGEF3
29469	1.17E-02	3.41E-03	2.999246	-2.386405	0.50756828	NM_031293	PMFBP1
39205	1.17E-02	3.41E-03	2.9988874	-2.387386	0.6037475	XR_109370	LOC100507069
48420	1.17E-02	3.41E-03	-2.998727	-2.387824	-0.97161323	NM_022909	CENPH
20329	1.17E-02	3.41E-03	2.9987057	-2.387882	0.13073567	NM_024541	C10orf76
44351	1.17E-02	3.41E-03	-2.9986445	-2.38805	-0.60049708	NM_024534	ERVMER34-1
23872	1.17E-02	3.41E-03	-2.9985192	-2.388392	-0.51390248		XLOC_014257
33675	1.17E-02	3.41E-03	-2.9984597	-2.388555	-0.25625987	NM_000481	AMT
5040	1.17E-02	3.41E-03	2.9983702	-2.3888	0.21284594	NR_038889	LOC401320
45166	1.17E-02	3.42E-03	-2.998295	-2.389005	-0.6957822		XLOC_l2_013751
26420	1.17E-02	3.42E-03	2.9980893	-2.389567	0.20392711	NM_004343	CALR
6626	1.17E-02	3.42E-03	-2.9979835	-2.389856	-0.41025589	NR_038396	LOC100506469
16146	1.17E-02	3.42E-03	-2.9978174	-2.39031	-0.56373848	NM_006198	PCP4
46416	1.17E-02	3.42E-03	2.997538	-2.391074	0.52469241	NM_052956	ACSM1
29311	1.17E-02	3.42E-03	-2.9974372	-2.391349	-0.61533264	NM_024758	AGMAT
39227	1.17E-02	3.43E-03	2.9970807	-2.392323	0.29056367	NM_207627	ABCG1
33608	1.18E-02	3.43E-03	-2.9968327	-2.393001	-0.26673526	NM_001364	DLG2
22857	1.18E-02	3.43E-03	-2.9967007	-2.393362	-0.28605083	NM_025008	ADAMTSL4
13452	1.18E-02	3.43E-03	-2.9965029	-2.393902	-0.46838947		XLOC_004308
40035	1.18E-02	3.44E-03	2.996306	-2.39444	0.15651447	NM_001914	CYB5A
49327	1.18E-02	3.44E-03	-2.9961786	-2.394788	-0.64577623	NM_001145113	MYADML2
55898	1.18E-02	3.44E-03	2.9958858	-2.395588	0.56147436	AK126710	LOC100130314
13159	1.18E-02	3.44E-03	2.9958405	-2.395711	0.56221994	NM_033512	TSPYL5
43575	1.18E-02	3.44E-03	2.9958239	-2.395757	0.29855497	NM_030763	HMGN5
42462	1.18E-02	3.44E-03	2.9957778	-2.395883	0.13201113	NM_001015	RPS11
56185	1.18E-02	3.44E-03	2.9956584	-2.396209	0.29058537	NM_033088	FAM40A
30214	1.18E-02	3.44E-03	-2.9955201	-2.396586	-0.19143389	NM_016098	BRP44L
42709	1.18E-02	3.44E-03	2.9954352	-2.396818	0.35237316	AK093562	SH3TC1
23802	1.18E-02	3.45E-03	2.9953418	-2.397073	0.556221	NM_001164431	ARHGAP40
1178	1.18E-02	3.45E-03	2.9951159	-2.39769	0.1719825	NM_006589	FAM189B
42240	1.18E-02	3.45E-03	-2.9950018	-2.398002	-0.28624445	NM_004438	EPHA4
50129	1.18E-02	3.45E-03	2.994695	-2.39884	0.52205479		XLOC_013308
7357	1.18E-02	3.45E-03	-2.9946195	-2.399046	-0.37097956	NM_019020	TBC1D16
23009	1.18E-02	3.45E-03	2.9945827	-2.399146	0.22090908	NM_006410	HTATIP2
49918	1.18E-02	3.46E-03	2.9943546	-2.399769	0.36577739	NM_001163391	ZSCAN12
7288	1.18E-02	3.46E-03	-2.9938995	-2.401011	-0.88555543	AK130231	
5651	1.18E-02	3.46E-03	-2.9938326	-2.401194	-0.63154151		XLOC_005211
21726	1.18E-02	3.46E-03	2.9937335	-2.401464	0.39403262	NR_003038	SNHG5
61851	1.19E-02	3.46E-03	2.9936293	-2.401749	0.39874141	NM_002467	MYC
24271	1.19E-02	3.46E-03	-2.9935422	-2.401987	-0.2557085	NM_021633	KLHL12
58382	1.19E-02	3.46E-03	-2.993538	-2.401998	-0.40848158	NR_037676	C14orf82
32575	1.19E-02	3.47E-03	2.9934627	-2.402204	0.29061929	NM_006617	NES
42096	1.19E-02	3.47E-03	2.9934496	-2.402239	0.16366856	NM_005676	RBM10
38447	1.19E-02	3.47E-03	-2.9934247	-2.402307	-0.35119531	NM_000291	PGK1
47575	1.19E-02	3.47E-03	2.993337	-2.402547	0.58353334	NR_036557	LOC401980
11872	1.19E-02	3.47E-03	-2.9932423	-2.402805	-0.63116644	BC033397	XLOC_001504
56418	1.19E-02	3.47E-03	-2.9932181	-2.402871	-0.26880981	NM_016410	CHMP5
13966	1.19E-02	3.47E-03	2.9929793	-2.403523	0.46579095	NR_015342	PCA3
11181	1.19E-02	3.47E-03	-2.9927916	-2.404035	-0.19692383	NM_198149	SHISA4
52783	1.19E-02	3.47E-03	2.9926019	-2.404553	0.32620722	AK097098	ZFP36L1
35173	1.19E-02	3.48E-03	2.9919633	-2.406295	0.2033948	NM_001031713	CCDC90A
6682	1.19E-02	3.48E-03	2.9917005	-2.407012	0.32380182	NM_002192	INHBA
29976	1.19E-02	3.49E-03	-2.9915609	-2.407393	-0.58276873	XR_109894	LOC100507460
19258	1.19E-02	3.49E-03	2.9915503	-2.407422	0.45861001	NR_038099	LIMS3L
26892	1.19E-02	3.49E-03	-2.9914943	-2.407575	-0.53585874	NR_038378	LOC441242
57735	1.19E-02	3.49E-03	-2.9914925	-2.40758	-0.31578827		TRIB2
39433	1.19E-02	3.49E-03	2.9914787	-2.407617	0.52741979	NM_014521	SH3BP4
62212	1.19E-02	3.49E-03	-2.9914031	-2.407824	-0.17931937	NM_018119	POLR3E
22071	1.19E-02	3.49E-03	2.991366	-2.407925	0.21305874	NM_207111	RNF216
47866	1.19E-02	3.49E-03	2.9912466	-2.408251	0.53433002		XLOC_012666
23608	1.19E-02	3.49E-03	-2.9912261	-2.408307	-0.20306512	NM_003372	VBP1
37569	1.19E-02	3.50E-03	2.9904782	-2.410346	0.31845405	NM_022154	SLC39A8
4929	1.20E-02	3.50E-03	2.9903687	-2.410645	0.26858453	NM_001144989	ZNF814
33494	1.20E-02	3.50E-03	2.9901334	-2.411287	0.18428144	NM_020448	NIPAL3
51602	1.20E-02	3.50E-03	2.9900023	-2.411644	0.53536412	NM_004001	FCGR2B
22968	1.20E-02	3.50E-03	-2.9898449	-2.412073	-0.34649972	NM_012223	MYO1B
57483	1.20E-02	3.51E-03	-2.9895628	-2.412843	-0.54340547		XLOC_004382
40922	1.20E-02	3.51E-03	2.9894379	-2.413183	0.23843704	NM_016282	AK3
48755	1.20E-02	3.51E-03	-2.9893823	-2.413335	-0.27610143	NM_015926	TEX264
62116	1.20E-02	3.51E-03	2.9892195	-2.413779	0.33158497		
30369	1.20E-02	3.51E-03	-2.9891545	-2.413956	-0.70301535	NM_006056	NMUR1
38643	1.20E-02	3.51E-03	-2.98909	-2.414132	-0.43040491	NM_018569	AP1AR
53671	1.20E-02	3.51E-03	2.9889936	-2.414394	0.29369609	CN267523	XLOC_012177
47059	1.20E-02	3.51E-03	2.9889767	-2.41444	0.1527075	NM_000285	PEPD
58425	1.20E-02	3.51E-03	2.9889297	-2.414568	0.52280068		XLOC_l2_012552
21417	1.20E-02	3.51E-03	-2.9887655	-2.415016	-0.69688276	NM_032588	TRIM63
19409	1.20E-02	3.51E-03	2.9887459	-2.41507	0.49588295	NM_019058	DDIT4
10892	1.20E-02	3.52E-03	-2.9886019	-2.415462	-0.40362264	NM_014702	KIAA0408
40960	1.20E-02	3.52E-03	-2.9885808	-2.41552	-0.45966335	NM_032814	RNFT2
37564	1.20E-02	3.52E-03	2.9882727	-2.41636	0.51624221	XM_001719398	C17orf67
53085	1.20E-02	3.53E-03	2.9876527	-2.418049	0.44876667	NM_021958	HLX
43572	1.20E-02	3.53E-03	2.9875508	-2.418327	0.47758723	NM_000061	BTK
1575	1.20E-02	3.53E-03	-2.9874943	-2.418481	-0.19027876	NM_015060	AVL9
2485	1.21E-02	3.53E-03	2.9872291	-2.419203	0.46669885		Q73P46
17785	1.21E-02	3.53E-03	2.9871262	-2.419484	0.22431877	NM_001007245	IFRD1
5539	1.21E-02	3.53E-03	2.9869324	-2.420012	0.27966223	NM_014814	PSMD6
26980	1.21E-02	3.53E-03	-2.9868977	-2.420106	-0.54318532	NR_038838	LOC100506122
40844	1.21E-02	3.53E-03	2.9868736	-2.420172	0.16617143	NM_001105079	FBRS
61037	1.21E-02	3.54E-03	-2.9866559	-2.420765	-0.6187291	NM_000865	HTR1E
639	1.21E-02	3.54E-03	-2.9863651	-2.421557	-0.50271393		XLOC_002731
21001	1.21E-02	3.54E-03	-2.9862308	-2.421923	-0.43973972		XLOC_l2_007834
50354	1.21E-02	3.54E-03	-2.9861828	-2.422054	-0.37560146	NM_018334	LRRN3
17479	1.21E-02	3.54E-03	-2.9861722	-2.422083	-0.20269683	NM_015411	SUMF2
13608	1.21E-02	3.54E-03	-2.9859646	-2.422648	-0.37324703	XR_109252	LOC100287598
22771	1.21E-02	3.54E-03	-2.9859204	-2.422769	-0.45103069		
38075	1.21E-02	3.55E-03	-2.9853996	-2.424187	-0.25055713	NM_002746	MAPK3
18559	1.21E-02	3.55E-03	2.985351	-2.424319	1.83246778		XLOC_008015
3581	1.21E-02	3.55E-03	-2.9851989	-2.424734	-0.46098759	NM_002873	RAD17
58377	1.21E-02	3.56E-03	-2.9848464	-2.425694	-0.37760986	NM_017958	PLEKHB2
4950	1.21E-02	3.56E-03	-2.984734	-2.425999	-0.35090861	NM_021197	WFDC1
46775	1.21E-02	3.56E-03	2.9847319	-2.426005	0.5884174	AK057379	XLOC_l2_013751
37061	1.21E-02	3.56E-03	-2.9846935	-2.42611	-0.36096573	NR_003608	MGC16703
42719	1.21E-02	3.56E-03	2.9844582	-2.42675	0.34941215	NR_026999	LINC00265
23817	1.21E-02	3.56E-03	-2.9842421	-2.427339	-0.43448149	NM_024899	CEP76
42911	1.22E-02	3.57E-03	2.9838666	-2.428361	0.21118694	NM_000894	LHB
25184	1.22E-02	3.57E-03	2.9838602	-2.428379	0.31405996		
21481	1.22E-02	3.57E-03	2.9838292	-2.428463	0.50339679	NM_004665	VNN2
15903	1.22E-02	3.57E-03	2.9837167	-2.428769	0.48181986	NM_001362	DIO3
18295	1.22E-02	3.57E-03	-2.983697	-2.428823	-0.47774512		XLOC_010561
30719	1.22E-02	3.57E-03	2.9836318	-2.429	0.37459941	NM_173649	C2orf61
36138	1.22E-02	3.57E-03	2.9833192	-2.429851	0.36634322		
18950	1.22E-02	3.57E-03	-2.9831371	-2.430347	-0.18797751		XLOC_l2_015451
1662	1.22E-02	3.58E-03	2.9830104	-2.430692	0.7031399		XLOC_003264
58131	1.22E-02	3.58E-03	2.9829661	-2.430812	0.25124668	NM_024567	HMBOX1
10639	1.22E-02	3.58E-03	-2.982791	-2.431289	-0.60823254	NM_004004	GJB2
44128	1.22E-02	3.58E-03	2.9826698	-2.431618	0.54567403	NM_021076	NEFH
60556	1.22E-02	3.58E-03	2.9826568	-2.431654	0.5834815	NM_138722	BCL2L14
48656	1.22E-02	3.58E-03	-2.9824594	-2.432191	-0.54592511	NM_178134	CYP4Z1
24333	1.22E-02	3.58E-03	-2.9823842	-2.432395	-0.51073528	NM_175619	ZAR1
13446	1.22E-02	3.58E-03	2.9821917	-2.432919	0.38165758	NR_024193	HILS1
23175	1.22E-02	3.59E-03	2.9820131	-2.433405	0.36769663	NM_022123	NPAS3
33506	1.22E-02	3.59E-03	2.9819552	-2.433563	0.59003123	BC036310	XLOC_010450
5107	1.22E-02	3.59E-03	2.9817034	-2.434248	0.23205096	NM_170683	P2RX2
26525	1.22E-02	3.59E-03	-2.9816501	-2.434393	-0.18758732	NM_022171	TCTA
18571	1.22E-02	3.59E-03	-2.9813217	-2.435286	-0.62205641	NM_024758	AGMAT
22203	1.22E-02	3.59E-03	-2.9812295	-2.435537	-0.1735942	NM_001020658	PUM1
31784	1.22E-02	3.60E-03	-2.9811187	-2.435838	-0.54759438		XLOC_001507
62289	1.22E-02	3.60E-03	2.9809945	-2.436176	0.22486258		
29954	1.22E-02	3.60E-03	2.9809279	-2.436357	0.50356818	BC005914	SP2
34505	1.22E-02	3.60E-03	-2.9809133	-2.436397	-0.29859794	NM_001142761	C15orf23
17923	1.23E-02	3.60E-03	2.980588	-2.437282	0.30222892	NM_001007471	TRPM3
32311	1.23E-02	3.60E-03	2.9804586	-2.437634	0.61303317	NM_020711	ERMN
30767	1.23E-02	3.60E-03	2.9803345	-2.437971	0.27934446	NM_014857	RABGAP1L
42258	1.23E-02	3.60E-03	2.9803263	-2.437994	0.16033752		
3979	1.23E-02	3.61E-03	2.9802671	-2.438154	0.5523689	NM_001004419	CLEC2D
1448	1.23E-02	3.61E-03	-2.9802441	-2.438217	-0.36640585	NM_001320	CSNK2B
2548	1.23E-02	3.61E-03	-2.9801925	-2.438358	-0.13758775	NM_183057	VPS28
47782	1.23E-02	3.61E-03	2.980164	-2.438435	0.17283352	NM_032492	JAGN1
8885	1.23E-02	3.61E-03	2.9800576	-2.438724	0.57937463		
19653	1.23E-02	3.61E-03	2.9799223	-2.439092	0.17929949	NM_024813	RPAP2
52992	1.23E-02	3.61E-03	2.9797079	-2.439675	0.29440561	NM_002128	HMGB1
3208	1.23E-02	3.61E-03	2.9796779	-2.439757	0.17810898	NM_139312	YME1L1
3044	1.23E-02	3.61E-03	2.9794226	-2.440451	0.26809732	BC078675	XLOC_l2_015585
49362	1.23E-02	3.62E-03	-2.979349	-2.440651	-0.23625576	NM_152833	C9orf69
55486	1.23E-02	3.62E-03	2.9789837	-2.441644	0.25536376	NM_020223	FAM20C
57445	1.23E-02	3.62E-03	2.9788822	-2.44192	0.3073772	NM_007300	BRCA1
43340	1.23E-02	3.62E-03	-2.9788169	-2.442097	-0.30268432	NM_005721	ACTR3
55361	1.23E-02	3.62E-03	2.9787676	-2.442231	0.30524115	NM_014918	CHSY1
36543	1.23E-02	3.62E-03	-2.9787577	-2.442258	-0.43812002	BU852234	XLOC_002612
8930	1.23E-02	3.62E-03	2.9785735	-2.442759	0.2630103	NM_001012339	DNAJC21
470	1.23E-02	3.62E-03	-2.9785704	-2.442767	-0.36488878	NM_001032293	ZNF207
19614	1.23E-02	3.62E-03	-2.9784658	-2.443052	-0.62700482	NM_002036	DARC
16079	1.23E-02	3.63E-03	2.9782497	-2.443639	0.38179706	NM_024841	PRR5L
49671	1.23E-02	3.63E-03	2.9782307	-2.443691	0.33877111	NM_001190489	MTRNR2L7
60404	1.23E-02	3.63E-03	2.9780287	-2.44424	0.30315698	NM_030763	HMGN5
41567	1.23E-02	3.63E-03	2.9778495	-2.444727	0.55436002	CD299882	XLOC_003131
32155	1.23E-02	3.63E-03	-2.9778193	-2.444809	-0.55043332	NM_006198	PCP4
3712	1.23E-02	3.63E-03	-2.977816	-2.444818	-0.27043988	NR_027003	DKFZp434J0226
12548	1.23E-02	3.63E-03	2.9778035	-2.444852	0.33015286	NM_198508	KLRG2
56743	1.23E-02	3.63E-03	2.9777149	-2.445093	0.23497346	AK093722	LOC728903
13204	1.23E-02	3.63E-03	-2.977633	-2.445315	-0.3792858	NM_020810	TRMT5
53658	1.24E-02	3.63E-03	2.9775468	-2.445549	0.61980781	AK058127	XLOC_008424
11879	1.24E-02	3.64E-03	2.9774502	-2.445812	0.21751939	NM_004698	PRPF3
9826	1.24E-02	3.64E-03	-2.9773342	-2.446127	-0.47908677	BC033227	
9021	1.24E-02	3.64E-03	-2.9773085	-2.446197	-0.375885	NR_034095	LOC400456
59865	1.24E-02	3.64E-03	2.9773062	-2.446203	0.64034748		XLOC_007949
21187	1.24E-02	3.64E-03	-2.977265	-2.446315	-0.46974556	NM_002014	FKBP4
46756	1.24E-02	3.64E-03	-2.9772074	-2.446472	-0.36885242	NM_024522	NKAIN1
4179	1.24E-02	3.64E-03	2.9771279	-2.446688	0.35654488	NM_206943	LTBP1
23375	1.24E-02	3.64E-03	-2.9770337	-2.446944	-0.23610864	NM_021030	ZNF14
47226	1.24E-02	3.64E-03	-2.9770085	-2.447012	-0.19424891	NM_016098	BRP44L
49863	1.24E-02	3.64E-03	2.9769537	-2.447161	0.30884202	NM_000927	ABCB1
35352	1.24E-02	3.64E-03	-2.9768325	-2.44749	-0.36279974	NM_016084	RASD1
34922	1.24E-02	3.64E-03	2.976825	-2.447511	0.32553786	NM_033547	INTS4
32420	1.24E-02	3.65E-03	2.9763478	-2.448807	0.27710904	NM_019054	FAM35A
47386	1.24E-02	3.65E-03	-2.9760821	-2.449529	-0.24374109		XLOC_l2_013931
57126	1.24E-02	3.65E-03	-2.9759733	-2.449824	-0.36556103	NM_170601	SIAE
52044	1.24E-02	3.65E-03	-2.9759503	-2.449887	-0.31315753	NM_006254	PRKCD
16516	1.24E-02	3.66E-03	-2.9756747	-2.450635	-0.47062329	NM_152219	GJD3
53559	1.24E-02	3.66E-03	-2.9755794	-2.450894	-0.43825009	NR_003716	HOTAIR
33285	1.24E-02	3.66E-03	-2.9754291	-2.451302	-0.47258361	NR_034095	LOC400456
34404	1.24E-02	3.66E-03	-2.975285	-2.451694	-0.20580169	NM_015411	SUMF2
43831	1.24E-02	3.66E-03	2.9750112	-2.452437	0.50696055		XLOC_012037
62690	1.24E-02	3.66E-03	2.974868	-2.452826	0.34539166	AK092558	XLOC_l2_005350
19993	1.24E-02	3.66E-03	-2.9748368	-2.452911	-0.14564904	NM_002808	PSMD2
44413	1.24E-02	3.66E-03	-2.9748136	-2.452974	-0.54473801	DB090174	XLOC_001303
42688	1.24E-02	3.67E-03	-2.9747026	-2.453275	-0.61320753	NR_003927	UOX
22757	1.24E-02	3.67E-03	-2.9746526	-2.453411	-0.52879841	NM_052896	CSMD2
25829	1.25E-02	3.67E-03	-2.9742895	-2.454397	-0.5708537	NM_000546	TP53
36274	1.25E-02	3.67E-03	2.9739552	-2.455304	0.56393592	NM_001164343	ZBTB20
5247	1.25E-02	3.67E-03	2.9739433	-2.455336	0.39508057	AK091141	XLOC_009192
4162	1.25E-02	3.67E-03	2.9739209	-2.455397	0.47618814	NM_001145855	SH3BP2
50640	1.25E-02	3.68E-03	-2.9738068	-2.455707	-0.26053304	NM_018094	GSPT2
4501	1.25E-02	3.68E-03	-2.9736909	-2.456022	-0.49591415	NM_000787	DBH
47912	1.25E-02	3.68E-03	2.9735398	-2.456432	0.54176897		
7211	1.25E-02	3.68E-03	-2.9733106	-2.457054	-0.44849449	NM_152750	CDHR3
32997	1.25E-02	3.68E-03	2.9730166	-2.457852	0.53786995		XLOC_006773
9294	1.25E-02	3.69E-03	-2.9728239	-2.458375	-0.6911185	XR_109844	LOC345051
9455	1.25E-02	3.69E-03	2.9726641	-2.458808	0.22615435	NM_032169	ACAD11
53081	1.25E-02	3.69E-03	2.9726501	-2.458846	0.33235047	NM_020733	HEG1
58235	1.25E-02	3.69E-03	2.972537	-2.459153	0.14733202	NM_016400	C15orf63
33838	1.25E-02	3.69E-03	-2.9724957	-2.459265	-0.64247204	NM_033131	WNT3A
30947	1.25E-02	3.69E-03	-2.9721483	-2.460208	-0.20392627	NM_002337	LRPAP1
14139	1.25E-02	3.70E-03	2.9719937	-2.460628	0.660222		
61157	1.25E-02	3.70E-03	2.9719356	-2.460785	0.49759074	NR_036584	LOC100289650
29326	1.25E-02	3.70E-03	-2.9717719	-2.461229	-0.20283571	NM_001032293	ZNF207
34990	1.25E-02	3.70E-03	2.9717167	-2.461379	0.87536902		XLOC_008975
59292	1.25E-02	3.70E-03	2.9716221	-2.461636	0.56949083		XLOC_001849
9519	1.25E-02	3.70E-03	2.9714592	-2.462078	0.6444921	NR_040247	DAOA-AS1
22032	1.25E-02	3.70E-03	-2.9713767	-2.462301	-0.22357514	NM_000267	NF1
54214	1.25E-02	3.70E-03	2.9713044	-2.462497	0.19541842	NM_012160	FBXL4
4978	1.26E-02	3.70E-03	2.9712221	-2.462721	0.57134018	NM_182969	XRRA1
32126	1.26E-02	3.71E-03	-2.9708725	-2.463669	-0.36312226	NM_001145113	MYADML2
33433	1.26E-02	3.71E-03	2.970853	-2.463722	0.34125009	AK127004	BCAR1
2522	1.26E-02	3.71E-03	-2.9708222	-2.463805	-0.21897361	NM_031446	C18orf21
8926	1.26E-02	3.71E-03	-2.9707337	-2.464045	-0.23589743	NM_002415	MIF
11770	1.26E-02	3.71E-03	2.970632	-2.464321	0.23550311	NM_001010875	SLC25A30
45963	1.26E-02	3.71E-03	2.9704646	-2.464775	0.67880689	NM_007168	ABCA8
41262	1.26E-02	3.71E-03	-2.9702796	-2.465277	-0.73650054		XLOC_l2_000641
53399	1.26E-02	3.71E-03	-2.970272	-2.465297	-0.51622502		XLOC_004467
32838	1.26E-02	3.72E-03	-2.9702004	-2.465492	-0.34829318	NM_000291	PGK1
41439	1.26E-02	3.72E-03	-2.9701509	-2.465626	-0.43488577	NM_181756	ZNF233
22058	1.26E-02	3.72E-03	-2.9700324	-2.465947	-0.57393209		XLOC_010416
37150	1.26E-02	3.72E-03	2.9698328	-2.466488	0.22412605	NM_018941	CLN8
36649	1.26E-02	3.72E-03	2.9697917	-2.4666	0.23351914	NM_033238	PML
59187	1.26E-02	3.72E-03	2.9697509	-2.466711	0.51554325	NM_015092	SMG1
11459	1.26E-02	3.72E-03	2.9695664	-2.467211	0.66014442	XR_110050	LOC100506301
14752	1.26E-02	3.72E-03	-2.9694349	-2.467567	-0.53856487	NM_004004	GJB2
4241	1.26E-02	3.73E-03	-2.9692588	-2.468045	-0.52041589	NM_198472	C10orf125
31512	1.26E-02	3.73E-03	2.9691162	-2.468431	0.51764257		XLOC_013448
25396	1.26E-02	3.73E-03	2.9691125	-2.468441	0.45760048	XR_110039	
31145	1.26E-02	3.73E-03	2.9690373	-2.468645	0.17888482	NR_024584	LOC728875
7617	1.26E-02	3.73E-03	-2.9687219	-2.4695	-0.23470101	NM_002415	MIF
33543	1.26E-02	3.73E-03	-2.9686752	-2.469627	-0.27079323	NM_001012762	CTU2
44855	1.26E-02	3.73E-03	-2.9686208	-2.469774	-0.33712191	NM_003878	GGH
2819	1.26E-02	3.74E-03	-2.9683374	-2.470542	-0.27243178	NR_026887	LOC80054
23660	1.26E-02	3.74E-03	2.9681667	-2.471005	0.1593415	NM_001914	CYB5A
61953	1.26E-02	3.74E-03	2.9681141	-2.471147	0.17598046	NM_024624	SMC6
31339	1.27E-02	3.74E-03	2.9675922	-2.472562	0.51076078	NM_181449	CD300E
38061	1.27E-02	3.74E-03	2.9675818	-2.47259	0.58385912		XLOC_008971
25219	1.27E-02	3.75E-03	-2.9672445	-2.473504	-0.59312743		XLOC_008200
21776	1.27E-02	3.75E-03	-2.9671277	-2.47382	-0.39426145	NM_207328	GPAT2
32192	1.27E-02	3.75E-03	-2.9671191	-2.473844	-0.21264864	NM_000941	POR
50081	1.27E-02	3.75E-03	2.9671101	-2.473868	0.39727388	NM_001080450	BEND3
33909	1.27E-02	3.75E-03	-2.966897	-2.474445	-0.48714965	NM_024572	GALNT14
55654	1.27E-02	3.75E-03	2.9668918	-2.474459	0.66764988	NM_198540	B3GNT8
31260	1.27E-02	3.75E-03	-2.9668145	-2.474669	-0.45567084	NM_001079858	GPR64
10827	1.27E-02	3.75E-03	-2.9668113	-2.474678	-0.30542991	NM_002926	RGS12
37387	1.27E-02	3.75E-03	2.9667666	-2.474799	0.39473357	NM_001079910	LRRIQ1
39840	1.27E-02	3.75E-03	2.9667443	-2.474859	0.2617154	XR_111901	LOC100508118
41214	1.27E-02	3.76E-03	2.9666809	-2.475031	0.53223251	XR_108451	LOC100505507
7428	1.27E-02	3.76E-03	-2.9664302	-2.47571	-0.40143514		XLOC_001414
59234	1.27E-02	3.76E-03	-2.9663972	-2.475799	-0.42338907	NR_024120	DBIL5P
3019	1.27E-02	3.76E-03	2.9663479	-2.475933	0.28183437		XLOC_l2_007656
15369	1.27E-02	3.76E-03	-2.9662934	-2.476081	-0.19424882	NM_018109	MTPAP
39146	1.27E-02	3.76E-03	-2.9662866	-2.476099	-0.38804099	NM_153366	SVEP1
22354	1.27E-02	3.76E-03	-2.9662722	-2.476138	-0.80232892	CD527082	XLOC_l2_007933
38392	1.27E-02	3.76E-03	2.9661638	-2.476432	0.28296801		XLOC_l2_014585
30809	1.27E-02	3.76E-03	-2.9661175	-2.476557	-0.97683592	NM_006043	HS3ST2
33089	1.27E-02	3.76E-03	2.9660196	-2.476822	0.59167652	NM_000667	ADH1A
58195	1.27E-02	3.76E-03	-2.9660015	-2.476871	-0.33925168	NM_205842	NCKAP1
32058	1.27E-02	3.76E-03	-2.9659674	-2.476964	-0.39175515	NM_017518	HAUS7
10439	1.27E-02	3.76E-03	2.9659054	-2.477131	0.30393532	NM_020066	FMN2
29610	1.27E-02	3.76E-03	2.9658382	-2.477313	0.30965077	NM_014631	SH3PXD2A
42083	1.27E-02	3.77E-03	-2.9657884	-2.477448	-0.31291318	NM_020777	SORCS2
52603	1.27E-02	3.77E-03	2.9657808	-2.477469	0.49950152	XM_003403783	LOC100653120
54286	1.27E-02	3.77E-03	2.9656538	-2.477813	0.27406794	NM_003029	SHC1
37845	1.27E-02	3.77E-03	2.9655533	-2.478085	0.62113783	NM_020711	ERMN
57428	1.27E-02	3.77E-03	-2.9654219	-2.478441	-0.24102864	NR_027765	SBF1P1
24019	1.27E-02	3.77E-03	-2.9653702	-2.478581	-0.23752271	NM_002415	MIF
23454	1.27E-02	3.77E-03	-2.9652986	-2.478775	-0.3402678		XLOC_l2_009884
47021	1.27E-02	3.77E-03	2.965076	-2.479378	0.66998946	NM_007168	ABCA8
51519	1.27E-02	3.78E-03	2.9648864	-2.479891	0.57719775	NM_198496	VWA2
35878	1.27E-02	3.78E-03	-2.9648643	-2.479951	-0.54894118	NM_006198	PCP4
13273	1.28E-02	3.78E-03	2.964656	-2.480515	0.19432528	NM_014333	CADM1
21652	1.28E-02	3.78E-03	2.9645983	-2.480671	0.38324586	NM_002898	RBMS2
62819	1.28E-02	3.78E-03	-2.964581	-2.480718	-0.23666242	NM_012301	MAGI2
55949	1.28E-02	3.78E-03	2.964379	-2.481265	0.53760578		XLOC_007943
48392	1.28E-02	3.78E-03	2.9641331	-2.48193	0.6405105	NR_026704	VTRNA1-2
57759	1.28E-02	3.78E-03	2.9640519	-2.48215	0.29534782	NM_001145513	SCRN1
