"","ENSEMBL","Length","SYMBOL","ENTREZID"
"10318","ENSMUSG00000036461",6737,"Elf1","13709"
"10319","ENSMUSG00000036463",1406,"4930544G11Rik","67653"
"10320","ENSMUSG00000036466",11181,"Megf11","214058"
"10321","ENSMUSG00000036469",7146,"Marchf1","72925"
"10322","ENSMUSG00000036473",8557,"Tbc1d24","224617"
"10323","ENSMUSG00000036478",5276,"Btg1","12226"
"10324","ENSMUSG00000036480",2180,"Prss56","69453"
"10325","ENSMUSG00000036492",1795,"Rnf39","386454"
"10326","ENSMUSG00000036499",9592,"Eea1","216238"
"10327","ENSMUSG00000036500",2099,"Akp3","11648"
"10328","ENSMUSG00000036501",9061,"Fam13b","225358"
"10329","ENSMUSG00000036502",4490,"Tmem255a","245386"
"10330","ENSMUSG00000036503",10019,"Rnf13","24017"
"10331","ENSMUSG00000036504",1074,"Phpt1","75454"
"10332","ENSMUSG00000036510",7740,"Cdh8","12564"
"10333","ENSMUSG00000036513",3312,"Commd2","52245"
"10334","ENSMUSG00000036521",586,"Scgb2b2","381970"
"10335","ENSMUSG00000036523",9580,"Greb1","268527"
"10336","ENSMUSG00000036526",4866,"Card11","108723"
"10337","ENSMUSG00000036528",10876,"Ppfibp2","19024"
"10338","ENSMUSG00000036529",6826,"Sbf1","77980"
"10339","ENSMUSG00000036533",2309,"Cdc42ep3","260409"
"10340","ENSMUSG00000036534",4144,"Slc38a7","234595"
"10341","ENSMUSG00000036537",1223,"Rnf113a1","69942"
"10342","ENSMUSG00000036545",9336,"Adamts2","216725"
"10343","ENSMUSG00000036550",17169,"Cnot1","234594"
"10344","ENSMUSG00000036551",1792,"Akap14","434756"
"10345","ENSMUSG00000036552",7247,"Ermard","381062"
"10346","ENSMUSG00000036553",5735,"Sh3tc1","231147"
"10347","ENSMUSG00000036555",12037,"Iqce","74239"
"10348","ENSMUSG00000036557",1208,"Stpg4","75467"
"10349","ENSMUSG00000036560",4584,"Lgi4","243914"
"10350","ENSMUSG00000036561",9345,"Ppp6r2","71474"
"10351","ENSMUSG00000036564",4893,"Ndrg4","234593"
"10352","ENSMUSG00000036565",5684,"Ttyh3","78339"
"10353","ENSMUSG00000036568",6851,"Bicral","210982"
"10354","ENSMUSG00000036570",2186,"Fxyd1","56188"
"10355","ENSMUSG00000036572",3999,"Upf3b","68134"
"10356","ENSMUSG00000036574",1724,"Tex44","71863"
"10357","ENSMUSG00000036578",693,"Fxyd7","57780"
"10358","ENSMUSG00000036580",7683,"Spg20","229285"
"10359","ENSMUSG00000036585",5463,"Fgf1","14164"
"10360","ENSMUSG00000036586",613,"Grifin","77998"
"10361","ENSMUSG00000036587",2355,"Fut7","14347"
"10362","ENSMUSG00000036591",9271,"Arhgap21","71435"
"10363","ENSMUSG00000036594",3798,"H2-Aa","14960"
"10364","ENSMUSG00000036596",2245,"Cpz","242939"
"10365","ENSMUSG00000036598",1288,"Ccdc113","244608"
"10366","ENSMUSG00000036599",2362,"Chst12","59031"
"10367","ENSMUSG00000036602",5756,"Alx1","216285"
"10368","ENSMUSG00000036606",7720,"Plxnb2","140570"
"10369","ENSMUSG00000036611",2935,"Eepd1","67484"
"10370","ENSMUSG00000036613",4998,"Eipr1","380752"
"10371","ENSMUSG00000036615",2242,"Rfxap","170767"
"10372","ENSMUSG00000036617",16148,"Etl4","208618"
"10373","ENSMUSG00000036620",2719,"Mgat4b","103534"
"10374","ENSMUSG00000036622",6000,"Atp13a2","74772"
"10375","ENSMUSG00000036632",3728,"Alg5","66248"
"10376","ENSMUSG00000036634",4072,"Mag","17136"
"10377","ENSMUSG00000036636",5291,"Clcn7","26373"
"10378","ENSMUSG00000036639",1473,"Nudt1","17766"
"10379","ENSMUSG00000036641",9929,"Ccdc148","227933"
"10380","ENSMUSG00000036644",6429,"Tbc1d9b","76795"
"10381","ENSMUSG00000036646",5391,"Man1b1","227619"
"10382","ENSMUSG00000036647",6834,"Olfr6","233670"
"10383","ENSMUSG00000036655",1621,"Colec11","71693"
"10384","ENSMUSG00000036658",3265,"Olfr11","218066"
"10385","ENSMUSG00000036661",5709,"Dennd3","105841"
"10386","ENSMUSG00000036667",9638,"Tcaf1","77574"
"10387","ENSMUSG00000036672",3646,"Cenpt","320394"
"10388","ENSMUSG00000036676",8939,"Tmtc3","237500"
"10389","ENSMUSG00000036678",2798,"Aaas","223921"
"10390","ENSMUSG00000036686",3710,"Cc2d1a","212139"
"10391","ENSMUSG00000036687",5277,"Tmem184a","231832"
"10392","ENSMUSG00000036693",2730,"Nop14","75416"
"10393","ENSMUSG00000036698",14031,"Ago2","239528"
"10394","ENSMUSG00000036699",2280,"Zcchc12","72693"
"10395","ENSMUSG00000036707",7077,"Cab39","12283"
"10396","ENSMUSG00000036712",12576,"Cyld","74256"
"10397","ENSMUSG00000036718",4144,"Micall2","231830"
"10398","ENSMUSG00000036721",5003,"Zscan12","22758"
"10399","ENSMUSG00000036731",1330,"Cysrt1","67859"
"10400","ENSMUSG00000036733",2188,"Rbm42","68035"
"10401","ENSMUSG00000036737",5350,"Oxsr1","108737"
"10402","ENSMUSG00000036743",2494,"Psma8","73677"
"10403","ENSMUSG00000036744",4193,"Olfr701","66786"
"10404","ENSMUSG00000036745",8266,"Ttll7","70892"
"10405","ENSMUSG00000036748",2358,"Cuedc2","67116"
"10406","ENSMUSG00000036749",2299,"Pramel5","384077"
"10407","ENSMUSG00000036751",708,"Cox6b1","110323"
"10408","ENSMUSG00000036752",2088,"Tubb4b","227613"
"10409","ENSMUSG00000036760",12300,"Kcnk9","223604"
"10410","ENSMUSG00000036764",4476,"Dnajc12","30045"
"10411","ENSMUSG00000036766",4784,"Dner","227325"
"10412","ENSMUSG00000036768",11020,"Kif15","209737"
"10413","ENSMUSG00000036769",8353,"Wdr44","72404"
"10414","ENSMUSG00000036770",1945,"Stpg3","74472"
"10415","ENSMUSG00000036775",2653,"Decr2","26378"
"10416","ENSMUSG00000036777",9063,"Anln","68743"
"10417","ENSMUSG00000036779",4937,"Tent4b","214627"
"10418","ENSMUSG00000036781",816,"Rps27l","67941"
"10419","ENSMUSG00000036782",4253,"Klhl13","67455"
"10420","ENSMUSG00000036790",8080,"Slitrk2","245450"
"10421","ENSMUSG00000036792",19632,"Mbd5","109241"
"10422","ENSMUSG00000036800",19492,"Fam135b","70363"
"10423","ENSMUSG00000036805",1617,"Noxa1","241275"
"10424","ENSMUSG00000036810",3563,"Cnep1r1","382030"
"10425","ENSMUSG00000036813",2715,"Entpd8","72090"
"10426","ENSMUSG00000036814",4084,"Slc6a20a","102680"
"10427","ENSMUSG00000036815",17227,"Dpp10","269109"
"10428","ENSMUSG00000036816",1629,"Atoh7","53404"
"10429","ENSMUSG00000036817",7596,"Sun1","77053"
"10430","ENSMUSG00000036819",7115,"Jmjd4","194952"
"10431","ENSMUSG00000036820",3659,"Amdhd2","245847"
"10432","ENSMUSG00000036822",3856,"Topors","106021"
"10433","ENSMUSG00000036825",4200,"Ssx2ip","99167"
"10434","ENSMUSG00000036826",1270,"Igflr1","101883"
"10435","ENSMUSG00000036832",2464,"Lpar3","65086"
"10436","ENSMUSG00000036833",7496,"Pnpla7","241274"
"10437","ENSMUSG00000036834",8637,"Plch1","269437"
"10438","ENSMUSG00000036835",1275,"Psenen","66340"
"10439","ENSMUSG00000036840",1968,"Siah1a","20437"
"10440","ENSMUSG00000036845",1388,"Lin37","75660"
"10441","ENSMUSG00000036850",888,"Mrpl41","107733"
"10442","ENSMUSG00000036853",3467,"Mcoln3","171166"
"10443","ENSMUSG00000036854",2299,"Hspb6","243912"
"10444","ENSMUSG00000036855",2661,"Gjd4","225152"
"10445","ENSMUSG00000036856",4194,"Wnt4","22417"
"10446","ENSMUSG00000036858",1283,"Ptcra","19208"
"10447","ENSMUSG00000036860",1027,"Mrpl55","67212"
"10448","ENSMUSG00000036862",11052,"Dchs1","233651"
"10449","ENSMUSG00000036863",5751,"Syde2","214804"
"10450","ENSMUSG00000036864",4717,"Proser3","333193"
"10451","ENSMUSG00000036867",3205,"Smad6","17130"
"10452","ENSMUSG00000036872",6651,"Abcc12","244562"
"10453","ENSMUSG00000036873",2029,"2410004B18Rik","66421"
"10454","ENSMUSG00000036875",5878,"Dna2","327762"
"10455","ENSMUSG00000036879",7417,"Phkb","102093"
"10456","ENSMUSG00000036880",1516,"Acaa2","52538"
"10457","ENSMUSG00000036882",5336,"Arhgap33","233071"
"10458","ENSMUSG00000036885",10116,"Arhgef26","622434"
"10459","ENSMUSG00000036887",1040,"C1qa","12259"
"10460","ENSMUSG00000036890",7928,"Gtdc1","227835"
"10461","ENSMUSG00000036892",2459,"Prodh2","56189"
"10462","ENSMUSG00000036893",8116,"Ehmt1","77683"
"10463","ENSMUSG00000036894",6793,"Rap2b","74012"
"10464","ENSMUSG00000036896",1931,"C1qc","12262"
"10465","ENSMUSG00000036898",8782,"Zfp157","72154"
"10466","ENSMUSG00000036899",3243,"Trpv5","194352"
"10467","ENSMUSG00000036902",6129,"Neto2","74513"
"10468","ENSMUSG00000036904",5974,"Fzd8","14370"
"10469","ENSMUSG00000036905",1088,"C1qb","12260"
"10470","ENSMUSG00000036907",1999,"C1ql2","226359"
"10471","ENSMUSG00000036908",3031,"Unc93b1","54445"
"10472","ENSMUSG00000036912",5392,"Piwil4","330890"
"10473","ENSMUSG00000036913",8744,"Trim67","330863"
"10474","ENSMUSG00000036915",3939,"Kirrel2","243911"
"10475","ENSMUSG00000036916",5236,"Zfp280c","208968"
"10476","ENSMUSG00000036918",6720,"Ttc7","225049"
"10477","ENSMUSG00000036921",683,"Tex46","67663"
"10478","ENSMUSG00000036923",3680,"Stox1","216021"
"10479","ENSMUSG00000036924",783,"Cst13","69294"
"10480","ENSMUSG00000036925",1046,"Mucl2","20770"
"10481","ENSMUSG00000036925",1046,"Gm53236","115489419"
"10482","ENSMUSG00000036928",5733,"Stag3","50878"
"10483","ENSMUSG00000036931",2346,"Nfkbid","243910"
"10484","ENSMUSG00000036932",4006,"Aifm1","26926"
"10485","ENSMUSG00000036934",1679,"4921524J17Rik","66714"
"10486","ENSMUSG00000036938",902,"Try5","103964"
"10487","ENSMUSG00000036940",5179,"Kdm1a","99982"
"10488","ENSMUSG00000036941",4971,"Elac1","114615"
"10489","ENSMUSG00000036943",4733,"Rab8b","235442"
"10490","ENSMUSG00000036944",2988,"Tmem71","213068"
"10491","ENSMUSG00000036948",3847,"Trappc14","231807"
"10492","ENSMUSG00000036949",2998,"Slc39a12","277468"
"10493","ENSMUSG00000036951",2789,"Aadacl2fm1","229333"
"10494","ENSMUSG00000036955",4892,"Kifbp","72320"
"10495","ENSMUSG00000036957",2886,"Lrfn3","233067"
"10496","ENSMUSG00000036958",615,"Cst11","78240"
"10497","ENSMUSG00000036959",8516,"Bcorl1","320376"
"10498","ENSMUSG00000036960",4646,"Clca2","229933"
"10499","ENSMUSG00000036961",3479,"Wnt8b","22423"
"10500","ENSMUSG00000036962",2915,"Cfap221","226356"
"10501","ENSMUSG00000036964",3736,"Trim17","56631"
"10502","ENSMUSG00000036966",2927,"Spryd3","223918"
"10503","ENSMUSG00000036968",2399,"Cnpy4","66455"
"10504","ENSMUSG00000036972",10335,"Zic4","22774"
"10505","ENSMUSG00000036975",3341,"Tmem177","66343"
"10506","ENSMUSG00000036977",4837,"Anapc10","68999"
"10507","ENSMUSG00000036980",4476,"Taf6","21343"
"10508","ENSMUSG00000036983",3609,"Tfb1m","224481"
"10509","ENSMUSG00000036985",6733,"Zdhhc9","208884"
"10510","ENSMUSG00000036986",5571,"Pml","18854"
"10511","ENSMUSG00000036989",4569,"Trim3","55992"
"10512","ENSMUSG00000036990",8096,"Otud4","73945"
"10513","ENSMUSG00000036992",1116,"Nxt1","56488"
"10514","ENSMUSG00000036995",4225,"Asap3","230837"
"10515","ENSMUSG00000037001",3890,"Zfp39","22698"
"10516","ENSMUSG00000037003",5452,"Tns2","209039"
"10517","ENSMUSG00000037005",4878,"Xpnpep2","170745"
"10518","ENSMUSG00000037007",6754,"Zfp113","56314"
"10519","ENSMUSG00000037010",3149,"Apln","30878"
"10520","ENSMUSG00000037012",8532,"Hk1","15275"
"10521","ENSMUSG00000037013",10193,"Ss18","268996"
"10522","ENSMUSG00000037014",1424,"Sstr4","20608"
"10523","ENSMUSG00000037016",13255,"Frem2","242022"
"10524","ENSMUSG00000037017",3198,"Zscan21","22697"
"10525","ENSMUSG00000037020",5743,"Wdr62","233064"
"10526","ENSMUSG00000037022",6023,"Mmaa","109136"
"10527","ENSMUSG00000037025",2370,"Foxa2","15376"
"10528","ENSMUSG00000037028",1455,"Pramel18","381535"
"10529","ENSMUSG00000037029",3270,"Zfp146","26465"
"10530","ENSMUSG00000037031",8183,"Tspan15","70423"
"10531","ENSMUSG00000037032",4408,"Apbb1","11785"
"10532","ENSMUSG00000037033",3361,"Clca3b","229927"
"10533","ENSMUSG00000037034",4492,"Pax1","18503"
"10534","ENSMUSG00000037035",4255,"Inhbb","16324"
"10535","ENSMUSG00000037049",3337,"Smpd1","20597"
"10536","ENSMUSG00000037053",1610,"Azgp1","12007"
"10537","ENSMUSG00000037058",3541,"Paip2","67869"
"10538","ENSMUSG00000037060",1662,"Cavin3","109042"
"10539","ENSMUSG00000037062",7467,"Sh3glb1","54673"
"10540","ENSMUSG00000037064",358,"Gm5229","383275"
"10541","ENSMUSG00000037070",1695,"Rbmxl1","19656"
"10542","ENSMUSG00000037071",4892,"Scd1","20249"
"10543","ENSMUSG00000037072",5819,"Selenof","93684"
"10544","ENSMUSG00000037075",5110,"Rnf139","75841"
"10545","ENSMUSG00000037085",4454,"Trmt12","68260"
"10546","ENSMUSG00000037086",1110,"Prr32","68800"
"10547","ENSMUSG00000037089",3105,"Slc35b2","73836"
"10548","ENSMUSG00000037095",1408,"Lrg1","76905"
"10549","ENSMUSG00000037098",6935,"Rab11fip3","215445"
"10550","ENSMUSG00000037101",3541,"Ttc29","73301"
"10551","ENSMUSG00000037103",2372,"Dcaf15","212123"
"10552","ENSMUSG00000037104",6416,"Socs5","56468"
"10553","ENSMUSG00000037106",8053,"Fer1l6","631797"
"10554","ENSMUSG00000037108",5697,"Zcwpw1","381678"
"10555","ENSMUSG00000037110",18811,"Ralgapa2","241694"
"10556","ENSMUSG00000037111",10813,"Setd7","73251"
"10557","ENSMUSG00000037112",9539,"Sik2","235344"
"10558","ENSMUSG00000037119",6627,"Fam91a1","210998"
"10559","ENSMUSG00000037124",2192,"Trim58","216781"
"10560","ENSMUSG00000037126",7636,"Psd","73728"
"10561","ENSMUSG00000037129",3245,"Tmprss13","214531"
"10562","ENSMUSG00000037130",1407,"H2-M10.6","399549"
"10563","ENSMUSG00000037134",5679,"Prmt9","102182"
"10564","ENSMUSG00000037138",6654,"Aff3","16764"
"10565","ENSMUSG00000037139",6038,"Myom3","242702"
"10566","ENSMUSG00000037140",1013,"Tas2r108","57253"
"10567","ENSMUSG00000037143",10606,"Cfap61","78774"
"10568","ENSMUSG00000037145",1399,"Lypd8l","78354"
"10569","ENSMUSG00000037148",3084,"Arhgap10","78514"
"10570","ENSMUSG00000037149",5080,"Ddx1","104721"
"10571","ENSMUSG00000037151",3216,"Lrrc20","216011"
"10572","ENSMUSG00000037152",1495,"Ndufc1","66377"
"10573","ENSMUSG00000037157",2569,"Il22ra1","230828"
"10574","ENSMUSG00000037159",3140,"Wee2","381759"
"10575","ENSMUSG00000037161",2067,"Mgarp","67749"
"10576","ENSMUSG00000037166",1367,"Ppp1r14a","68458"
"10577","ENSMUSG00000037167",640,"Spaca5","278203"
"10578","ENSMUSG00000037169",3295,"Mycn","18109"
"10579","ENSMUSG00000037171",2095,"Nodal","18119"
"10580","ENSMUSG00000037172",7811,"Dennd11","243780"
"10581","ENSMUSG00000037174",9563,"Elf2","69257"
"10582","ENSMUSG00000037185",6393,"Krt80","74127"
"10583","ENSMUSG00000037188",2789,"Grhl3","230824"
"10584","ENSMUSG00000037190",1974,"Cyb561d2","56368"
"10585","ENSMUSG00000037196",1572,"Pacrg","69310"
"10586","ENSMUSG00000037197",2405,"Rbm17","76938"
"10587","ENSMUSG00000037202",2584,"Prf1","18646"
"10588","ENSMUSG00000037204",1597,"Atg101","68118"
"10589","ENSMUSG00000037206",2686,"Islr","26968"
"10590","ENSMUSG00000037210",7418,"Fam193a","231128"
"10591","ENSMUSG00000037211",2906,"Spry1","24063"
"10592","ENSMUSG00000037214",2915,"Thap1","73754"
"10593","ENSMUSG00000037216",2051,"Lipt1","623661"
"10594","ENSMUSG00000037217",3299,"Syn1","20964"
"10595","ENSMUSG00000037221",1839,"Mospd3","68929"
"10596","ENSMUSG00000037224",5756,"Zfyve28","231125"
"10597","ENSMUSG00000037225",6782,"Fgf2","14173"
"10598","ENSMUSG00000037234",28486,"Hook3","320191"
"10599","ENSMUSG00000037235",8483,"Mxd4","17122"
"10600","ENSMUSG00000037236",10158,"Matr3","17184"
"10601","ENSMUSG00000037239",6218,"Spred3","101809"
"10602","ENSMUSG00000037242",6572,"Clic4","29876"
"10603","ENSMUSG00000037243",1963,"Zfp692","103836"
"10604","ENSMUSG00000037246",1383,"H2-M10.5","224761"
"10605","ENSMUSG00000037247",853,"Pldi","73616"
"10606","ENSMUSG00000037251",3613,"Pomk","74653"
"10607","ENSMUSG00000037253",3738,"Mex3c","240396"
"10608","ENSMUSG00000037254",3315,"Itih2","16425"
"10609","ENSMUSG00000037257",5681,"Aagab","66939"
"10610","ENSMUSG00000037259",8262,"Dzank1","241688"
"10611","ENSMUSG00000037260",3305,"Hgsnat","52120"
"10612","ENSMUSG00000037262",1705,"Kin","16588"
"10613","ENSMUSG00000037263",4179,"Aldh3b3","73458"
"10614","ENSMUSG00000037266",3349,"Rsrp1","27981"
"10615","ENSMUSG00000037270",32279,"4932438A13Rik","229227"
"10616","ENSMUSG00000037275",6618,"Gemin5","216766"
"10617","ENSMUSG00000037278",1375,"Tmem97","69071"
"10618","ENSMUSG00000037279",2113,"Ovol2","107586"
"10619","ENSMUSG00000037280",3871,"Galnt6","207839"
"10620","ENSMUSG00000037286",11781,"Stag1","20842"
"10621","ENSMUSG00000037287",8483,"Tbcel","272589"
"10622","ENSMUSG00000037295",7010,"Ldlrap1","100017"
"10623","ENSMUSG00000037296",3093,"Lsm1","67207"
"10624","ENSMUSG00000037300",10286,"Ttc13","234875"
"10625","ENSMUSG00000037306",5722,"Man1c1","230815"
"10626","ENSMUSG00000037307",571,"Banf2","403171"
"10627","ENSMUSG00000037313",3552,"Tacc3","21335"
"10628","ENSMUSG00000037315",5209,"Jade3","382207"
"10629","ENSMUSG00000037316",7032,"Bag4","67384"
"10630","ENSMUSG00000037318",5756,"Traf3ip3","215243"
"10631","ENSMUSG00000037321",5476,"Tap1","21354"
"10632","ENSMUSG00000037325",5390,"Bbs7","71492"
"10633","ENSMUSG00000037326",5729,"Capn15","50817"
"10634","ENSMUSG00000037331",6829,"Larp1","73158"
"10635","ENSMUSG00000037334",1057,"H2-M1","224756"
"10636","ENSMUSG00000037335",1997,"Hand1","15110"
"10637","ENSMUSG00000037336",5148,"Mfsd2b","432628"
"10638","ENSMUSG00000037337",3077,"Map4k1","26411"
"10639","ENSMUSG00000037339",9114,"Fam53a","74504"
"10640","ENSMUSG00000037341",3820,"Slc9a7","236727"
"10641","ENSMUSG00000037343",6878,"Taf2","319944"
"10642","ENSMUSG00000037344",5020,"Slc12a9","83704"
"10643","ENSMUSG00000037346",1626,"Hrh4","225192"
"10644","ENSMUSG00000037347",2206,"Chst7","60322"
"10645","ENSMUSG00000037348",4259,"Paqr7","71904"
"10646","ENSMUSG00000037349",1195,"Nudt22","68323"
"10647","ENSMUSG00000037351",4274,"Actr1b","226977"
"10648","ENSMUSG00000037353",4847,"Letmd1","68614"
"10649","ENSMUSG00000037355",8666,"Uvssa","71101"
"10650","ENSMUSG00000037358",3499,"Dipk2b","75905"
"10651","ENSMUSG00000037361",2854,"Sf3b6","66055"
"10652","ENSMUSG00000037362",2869,"Ccn3","18133"
"10653","ENSMUSG00000037363",7238,"Letm2","270035"
"10654","ENSMUSG00000037364",5244,"Srrt","83701"
"10655","ENSMUSG00000037366",3616,"Pafah2","100163"
"10656","ENSMUSG00000037369",8383,"Kdm6a","22289"
"10657","ENSMUSG00000037370",10257,"Enpp1","18605"
"10658","ENSMUSG00000037373",4476,"Ctbp1","13016"
"10659","ENSMUSG00000037375",9150,"Hhat","226861"
"10660","ENSMUSG00000037376",5384,"Trmt6","66926"
"10661","ENSMUSG00000037379",2947,"Spon2","100689"
"10662","ENSMUSG00000037386",10389,"Rims2","116838"
"10663","ENSMUSG00000037390",14181,"Muc3","666339"
"10664","ENSMUSG00000037393",3302,"Nmur2","216749"
"10665","ENSMUSG00000037395",13622,"Rcor3","214742"
"10666","ENSMUSG00000037400",9176,"Atp11b","76295"
"10667","ENSMUSG00000037405",4360,"Icam1","15894"
"10668","ENSMUSG00000037406",2404,"Htra4","330723"
"10669","ENSMUSG00000037408",4829,"Cnnm4","94220"
"10670","ENSMUSG00000037410",8799,"Tbc1d2b","67016"
"10671","ENSMUSG00000037411",3876,"Serpine1","18787"
"10672","ENSMUSG00000037415",6313,"Ranbp10","74334"
"10673","ENSMUSG00000037416",21923,"Dmxl1","240283"
"10674","ENSMUSG00000037418",2579,"Best1","24115"
"10675","ENSMUSG00000037419",4645,"Endod1","71946"
"10676","ENSMUSG00000037424",1047,"Taar9","503558"
"10677","ENSMUSG00000037426",11774,"Depdc5","277854"
"10678","ENSMUSG00000037428",2973,"Vgf","381677"
"10679","ENSMUSG00000037432",6356,"Fer1l5","100534273"
"10680","ENSMUSG00000037434",5244,"Slc30a1","22782"
"10681","ENSMUSG00000037437",2993,"Adam32","353188"
"10682","ENSMUSG00000037440",2416,"Vnn1","22361"
"10683","ENSMUSG00000037443",5269,"Cep85","70012"
"10684","ENSMUSG00000037446",6664,"Tulp1","22157"
"10685","ENSMUSG00000037447",12540,"Arid5a","214855"
"10686","ENSMUSG00000037451",1897,"Slc22a20","381203"
"10687","ENSMUSG00000037455",3258,"Slc18b1","76306"
"10688","ENSMUSG00000037458",6256,"Azin1","54375"
"10689","ENSMUSG00000037461",7319,"Ints7","77065"
"10690","ENSMUSG00000037463",3062,"Fbxo27","233040"
"10691","ENSMUSG00000037465",4179,"Klf10","21847"
"10692","ENSMUSG00000037466",4299,"Tedc1","104732"
"10693","ENSMUSG00000037469",2651,"Acp7","101744"
"10694","ENSMUSG00000037470",12853,"Uggt1","320011"
"10695","ENSMUSG00000037474",13709,"Dtl","76843"
"10696","ENSMUSG00000037475",12666,"Thoc2","331401"
"10697","ENSMUSG00000037477",1778,"Tbx10","109575"
"10698","ENSMUSG00000037482",3378,"Erv3","71995"
"10699","ENSMUSG00000037486",15941,"Asxl2","75302"
"10700","ENSMUSG00000037487",15388,"Ubr5","70790"
"10701","ENSMUSG00000037490",4237,"Slc2a12","353169"
"10702","ENSMUSG00000037492",8310,"Zmat4","320158"
"10703","ENSMUSG00000037493",1433,"Cib2","56506"
"10704","ENSMUSG00000037499",742,"Nenf","66208"
"10705","ENSMUSG00000037503",5219,"Fam168b","214469"
"10706","ENSMUSG00000037509",9861,"Arhgef4","226970"
"10707","ENSMUSG00000037514",4912,"Pank2","74450"
"10708","ENSMUSG00000037519",12556,"Ppfia1","233977"
"10709","ENSMUSG00000037523",3345,"Mavs","228607"
"10710","ENSMUSG00000037525",4652,"Bcdin3d","75284"
"10711","ENSMUSG00000037526",4322,"Atg14","100504663"
"10712","ENSMUSG00000037529",2105,"Prss40","21756"
"10713","ENSMUSG00000037531",4419,"Mrpl47","74600"
"10714","ENSMUSG00000037533",13295,"Rapgef6","192786"
"10715","ENSMUSG00000037536",4275,"Fbxo34","78938"
"10716","ENSMUSG00000037537",1006,"H2-M11","224754"
"10717","ENSMUSG00000037541",11137,"Shank2","210274"
"10718","ENSMUSG00000037542",4389,"Aldh8a1","237320"
"10719","ENSMUSG00000037544",6805,"Dlgap5","218977"
"10720","ENSMUSG00000037548",1747,"H2-DMb2","15000"
"10721","ENSMUSG00000037552",6797,"Plekhg2","101497"
"10722","ENSMUSG00000037553",5382,"Zdhhc18","503610"
"10723","ENSMUSG00000037563",1266,"Rps16","20055"
"10724","ENSMUSG00000037568",4314,"Vash2","226841"
"10725","ENSMUSG00000037570",3506,"Mcrs1","51812"
"10726","ENSMUSG00000037572",7349,"Wdhd1","218973"
"10727","ENSMUSG00000037573",2288,"Tob1","22057"
"10728","ENSMUSG00000037577",2502,"Ephx3","71932"
"10729","ENSMUSG00000037578",3530,"Pkd2l1","329064"
"10730","ENSMUSG00000037579",5756,"Kcnh3","16512"
"10731","ENSMUSG00000037580",6251,"Gch1","14528"
"10732","ENSMUSG00000037583",1132,"Nr0b2","23957"
"10733","ENSMUSG00000037593",4299,"Rskr","216976"
"10734","ENSMUSG00000037594",1960,"Clba1","217887"
"10735","ENSMUSG00000037600",2379,"Kdf1","69073"
"10736","ENSMUSG00000037601",3342,"Nme1","18102"
"10737","ENSMUSG00000037605",17750,"Adgrl3","319387"
"10738","ENSMUSG00000037606",4915,"Osbpl5","79196"
"10739","ENSMUSG00000037608",15301,"Bclaf1","72567"
"10740","ENSMUSG00000037610",3128,"Kcnmb2","72413"
"10741","ENSMUSG00000037613",3962,"Tnfrsf23","79201"
"10742","ENSMUSG00000037617",11167,"Spag1","26942"
"10743","ENSMUSG00000037621",2507,"Atoh8","71093"
"10744","ENSMUSG00000037622",4800,"Wdtc1","230796"
"10745","ENSMUSG00000037624",4943,"Kcnk2","16526"
"10746","ENSMUSG00000037625",1870,"Cldn11","18417"
"10747","ENSMUSG00000037627",5664,"Rgs22","626596"
"10748","ENSMUSG00000037628",2371,"Cdkn3","72391"
"10749","ENSMUSG00000037636",1780,"Slc25a43","194744"
"10750","ENSMUSG00000037638",3490,"Zbtb42","382639"
"10751","ENSMUSG00000037640",8390,"Zfp60","22718"
"10752","ENSMUSG00000037643",5551,"Prkci","18759"
"10753","ENSMUSG00000037646",21273,"Vps13b","666173"
"10754","ENSMUSG00000037649",3448,"H2-DMa","14998"
"10755","ENSMUSG00000037652",17485,"Phc3","241915"
"10756","ENSMUSG00000037653",3373,"Kctd8","243043"
"10757","ENSMUSG00000037656",6216,"Slc20a2","20516"
"10758","ENSMUSG00000037660",1423,"Gdf7","238057"
"10759","ENSMUSG00000037661",4227,"Gpr160","71862"
"10760","ENSMUSG00000037664",2039,"Cdkn1c","12577"
"10761","ENSMUSG00000037669",7297,"Ldah","68832"
"10762","ENSMUSG00000037674",15302,"Rfx7","319758"
"10763","ENSMUSG00000037679",4871,"Inf2","70435"
"10764","ENSMUSG00000037681",7138,"Esyt3","272636"
"10765","ENSMUSG00000037683",2830,"Armc3","70882"
"10766","ENSMUSG00000037685",14278,"Atp8a1","11980"
"10767","ENSMUSG00000037686",3521,"Aspg","104816"
"10768","ENSMUSG00000037689",759,"Tmem247","78469"
"10769","ENSMUSG00000037692",8444,"Ahdc1","230793"
"10770","ENSMUSG00000037697",14076,"Ddhd1","114874"
"10771","ENSMUSG00000037703",4252,"Lzts3","241638"
"10772","ENSMUSG00000037705",7411,"Tecta","21683"
"10773","ENSMUSG00000037706",2879,"Cd81","12520"
"10774","ENSMUSG00000037708",3392,"Spag6","381350"
"10775","ENSMUSG00000037709",10505,"Fam13a","58909"
"10776","ENSMUSG00000037710",1084,"Cisd1","52637"
"10777","ENSMUSG00000037712",5191,"Fermt2","218952"
"10778","ENSMUSG00000037716",5342,"Ccdc33","382077"
"10779","ENSMUSG00000037720",8961,"Tmem33","67878"
"10780","ENSMUSG00000037722",4735,"Gnpnat1","54342"
"10781","ENSMUSG00000037725",3215,"Ckap2","80986"
"10782","ENSMUSG00000037727",577,"Avp","11998"
