"","ENSEMBL","Length","SYMBOL","ENTREZID"
"4148","ENSG00000113205",3355,"PCDHB3","56132"
"4149","ENSG00000113209",3410,"PCDHB5","26167"
"4150","ENSG00000113211",3231,"PCDHB6","56130"
"4151","ENSG00000113212",3740,"PCDHB7","56129"
"4152","ENSG00000113231",5594,"PDE8B","8622"
"4153","ENSG00000113240",7922,"CLK4","57396"
"4154","ENSG00000113248",3971,"PCDHB15","56121"
"4155","ENSG00000113249",4856,"HAVCR1","26762"
"4156","ENSG00000113262",8282,"GRM6","2916"
"4157","ENSG00000113263",8587,"ITK","3702"
"4158","ENSG00000113269",12817,"RNF130","55819"
"4159","ENSG00000113272",2998,"THG1L","54974"
"4160","ENSG00000113273",8899,"ARSB","411"
"4161","ENSG00000113282",6338,"CLINT1","9685"
"4162","ENSG00000113296",4605,"THBS4","7060"
"4163","ENSG00000113300",6572,"CNOT6","57472"
"4164","ENSG00000113302",3078,"IL12B","3593"
"4165","ENSG00000113303",3924,"BTNL8","79908"
"4166","ENSG00000113312",9846,"TTC1","7265"
"4167","ENSG00000113318",5329,"MSH3","4437"
"4168","ENSG00000113319",11032,"RASGRF2","5924"
"4169","ENSG00000113327",22751,"GABRG2","2566"
"4170","ENSG00000113328",3096,"CCNG1","900"
"4171","ENSG00000113356",4024,"POLR3G","10622"
"4172","ENSG00000113360",7782,"DROSHA","29102"
"4173","ENSG00000113361",12443,"CDH6","1004"
"4174","ENSG00000113368",3633,"LMNB1","4001"
"4175","ENSG00000113369",4985,"ARRDC3","57561"
"4176","ENSG00000113384",2742,"GOLPH3","64083"
"4177","ENSG00000113387",9266,"SUB1","10923"
"4178","ENSG00000113389",9979,"NPR3","4883"
"4179","ENSG00000113391",5415,"FAM172A","83989"
"4180","ENSG00000113396",3133,"SLC27A6","28965"
"4181","ENSG00000113407",4257,"TARS1","6897"
"4182","ENSG00000113430",2974,"IRX4","50805"
"4183","ENSG00000113441",14966,"LNPEP","4012"
"4184","ENSG00000113448",16140,"PDE4D","5144"
"4185","ENSG00000113456",5627,"RAD1","5810"
"4186","ENSG00000113460",4710,"BRIX1","55299"
"4187","ENSG00000113492",3952,"AGXT2","64902"
"4188","ENSG00000113494",13006,"PRLR","5618"
"4189","ENSG00000113504",6004,"SLC12A7","10723"
"4190","ENSG00000113520",820,"IL4","3565"
"4191","ENSG00000113522",10565,"RAD50","10111"
"4192","ENSG00000113525",1586,"IL5","3567"
"4193","ENSG00000113532",7812,"ST8SIA4","7903"
"4194","ENSG00000113552",3959,"GNPDA1","10007"
"4195","ENSG00000113555",6114,"PCDH12","51294"
"4196","ENSG00000113558",12697,"SKP1","6500"
"4197","ENSG00000113569",9158,"NUP155","9631"
"4198","ENSG00000113575",6141,"PPP2CA","5515"
"4199","ENSG00000113578",4980,"FGF1","2246"
"4200","ENSG00000113580",9161,"NR3C1","2908"
"4201","ENSG00000113583",2301,"C5orf15","56951"
"4202","ENSG00000113593",3777,"PPWD1","23398"
"4203","ENSG00000113594",12159,"LIFR","3977"
"4204","ENSG00000113595",4654,"TRIM23","373"
"4205","ENSG00000113597",6761,"TRAPPC13","80006"
"4206","ENSG00000113600",3567,"C9","735"
"4207","ENSG00000113615",7291,"SEC24A","10802"
"4208","ENSG00000113621",4807,"TXNDC15","79770"
"4209","ENSG00000113638",9708,"TTC33","23548"
"4210","ENSG00000113643",3417,"RARS1","5917"
"4211","ENSG00000113645",10082,"WWC1","23286"
"4212","ENSG00000113648",17013,"MACROH2A1","9555"
"4213","ENSG00000113649",8714,"TCERG1","10915"
"4214","ENSG00000113657",7179,"DPYSL3","1809"
"4215","ENSG00000113658",9040,"SMAD5","4090"
"4216","ENSG00000113712",8505,"CSNK1A1","1452"
"4217","ENSG00000113716",6263,"HMGXB3","22993"
"4218","ENSG00000113719",16736,"ERGIC1","57222"
"4219","ENSG00000113721",7135,"PDGFRB","5159"
"4220","ENSG00000113722",1775,"CDX1","1044"
"4221","ENSG00000113732",1609,"ATP6V0E1","8992"
"4222","ENSG00000113734",2440,"BNIP1","662"
"4223","ENSG00000113739",5062,"STC2","8614"
"4224","ENSG00000113742",10444,"CPEB4","80315"
"4225","ENSG00000113749",5675,"HRH2","3274"
"4226","ENSG00000113758",5119,"DBN1","1627"
"4227","ENSG00000113761",6686,"ZNF346","23567"
"4228","ENSG00000113763",4317,"UNC5A","90249"
"4229","ENSG00000113790",4651,"EHHADH","1962"
"4230","ENSG00000113805",5430,"CNTN3","5067"
"4231","ENSG00000113810",8164,"SMC4","10051"
"4232","ENSG00000113811",2055,"SELENOK","58515"
"4233","ENSG00000113812",4016,"ACTR8","93973"
"4234","ENSG00000113838",3398,"TBCCD1","55171"
"4235","ENSG00000113845",2715,"TIMMDC1","51300"
"4236","ENSG00000113851",8052,"CRBN","51185"
"4237","ENSG00000113889",4603,"KNG1","3827"
"4238","ENSG00000113905",4993,"HRG","3273"
"4239","ENSG00000113916",5936,"BCL6","604"
"4240","ENSG00000113924",2682,"HGD","3081"
"4241","ENSG00000113946",3330,"CLDN16","10686"
"4242","ENSG00000113966",4561,"ARL6","84100"
"4243","ENSG00000113971",11488,"NPHP3","27031"
"4244","ENSG00000114013",3437,"CD86","942"
"4245","ENSG00000114019",6479,"AMOTL2","51421"
"4246","ENSG00000114021",9226,"NIT2","56954"
"4247","ENSG00000114023",11604,"FAM162A","26355"
"4248","ENSG00000114026",8733,"OGG1","4968"
"4249","ENSG00000114030",8498,"KPNA1","3836"
"4250","ENSG00000114054",7498,"PCCB","5096"
"4251","ENSG00000114062",19033,"UBE3A","7337"
"4252","ENSG00000114098",9843,"ARMC8","25852"
"4253","ENSG00000114107",4409,"CEP70","80321"
"4254","ENSG00000114113",845,"RBP2","5948"
"4255","ENSG00000114115",3905,"RBP1","5947"
"4256","ENSG00000114120",10339,"SLC25A36","55186"
"4257","ENSG00000114124",6533,"GRK7","131890"
"4258","ENSG00000114125",3102,"RNF7","9616"
"4259","ENSG00000114126",11897,"TFDP2","7029"
"4260","ENSG00000114127",11982,"XRN1","54464"
"4261","ENSG00000114166",5211,"KAT2B","8850"
"4262","ENSG00000114200",3072,"BCHE","590"
"4263","ENSG00000114204",2678,"SERPINI2","5276"
"4264","ENSG00000114209",3275,"PDCD10","11235"
"4265","ENSG00000114248",3125,"LRRC31","79782"
"4266","ENSG00000114251",7153,"WNT5A","7474"
"4267","ENSG00000114268",6107,"PFKFB4","5210"
"4268","ENSG00000114270",11133,"COL7A1","1294"
"4269","ENSG00000114279",10879,"FGF12","2257"
"4270","ENSG00000114302",6665,"PRKAR2A","5576"
"4271","ENSG00000114315",2059,"HES1","3280"
"4272","ENSG00000114316",7328,"USP4","7375"
"4273","ENSG00000114331",11066,"ACAP2","23527"
"4274","ENSG00000114346",5499,"ECT2","1894"
"4275","ENSG00000114349",3936,"GNAT1","2779"
"4276","ENSG00000114353",7405,"GNAI2","2771"
"4277","ENSG00000114354",12709,"TFG","10342"
"4278","ENSG00000114374",18224,"USP9Y","8287"
"4279","ENSG00000114374",18224,"TTTY15","64595"
"4280","ENSG00000114378",3085,"HYAL1","3373"
"4281","ENSG00000114383",2404,"TUSC2","11334"
"4282","ENSG00000114388",3412,"NPRL2","10641"
"4283","ENSG00000114391",2618,"RPL24","6152"
"4284","ENSG00000114395",1926,"CYB561D2","11068"
"4285","ENSG00000114405",4388,"C3orf14","57415"
"4286","ENSG00000114416",11874,"FXR1","8087"
"4287","ENSG00000114423",12269,"CBLB","868"
"4288","ENSG00000114439",11892,"BBX","56987"
"4289","ENSG00000114446",3631,"IFT57","55081"
"4290","ENSG00000114450",7975,"GNB4","59345"
"4291","ENSG00000114455",3574,"HHLA2","11148"
"4292","ENSG00000114473",7468,"IQCG","84223"
"4293","ENSG00000114480",4651,"GBE1","2632"
"4294","ENSG00000114487",3747,"MORC1","27136"
"4295","ENSG00000114491",7512,"UMPS","7372"
"4296","ENSG00000114503",5111,"NCBP2","22916"
"4297","ENSG00000114520",2708,"SNX4","8723"
"4298","ENSG00000114529",6021,"C3orf52","79669"
"4299","ENSG00000114541",11201,"FRMD4B","23150"
"4300","ENSG00000114544",6590,"SLC41A3","54946"
"4301","ENSG00000114547",4032,"ROPN1B","152015"
"4302","ENSG00000114554",11235,"PLXNA1","5361"
"4303","ENSG00000114573",5116,"ATP6V1A","523"
"4304","ENSG00000114626",6155,"ABTB1","80325"
"4305","ENSG00000114631",2175,"PODXL2","50512"
"4306","ENSG00000114638",2256,"UPK1B","7348"
"4307","ENSG00000114646",4367,"CSPG5","10675"
"4308","ENSG00000114648",7064,"KLHL18","23276"
"4309","ENSG00000114650",6288,"SCAP","22937"
"4310","ENSG00000114654",3273,"EFCC1","79825"
"4311","ENSG00000114656",12033,"CFAP92","57501"
"4312","ENSG00000114670",5355,"NEK11","79858"
"4313","ENSG00000114686",2715,"MRPL3","11222"
"4314","ENSG00000114698",4231,"PLSCR4","57088"
"4315","ENSG00000114735",19221,"HEMK1","51409"
"4316","ENSG00000114737",5056,"CISH","1154"
"4317","ENSG00000114738",3915,"MAPKAPK3","7867"
"4318","ENSG00000114739",15705,"ACVR2B","93"
"4319","ENSG00000114742",7473,"WDR48","57599"
"4320","ENSG00000114744",4895,"COMMD2","51122"
"4321","ENSG00000114745",8939,"GORASP1","64689"
"4322","ENSG00000114757",10236,"PEX5L","51555"
"4323","ENSG00000114767",1542,"RRP9","9136"
"4324","ENSG00000114770",11365,"ABCC5","10057"
"4325","ENSG00000114771",1632,"AADAC","13"
"4326","ENSG00000114779",3161,"ABHD14B","84836"
"4327","ENSG00000114784",1889,"EIF1B","10289"
"4328","ENSG00000114786",4761,"ABHD14A-ACY1","100526760"
"4329","ENSG00000114790",5459,"ARHGEF26","26084"
"4330","ENSG00000114796",8650,"KLHL24","54800"
"4331","ENSG00000114805",7177,"PLCH1","23007"
"4332","ENSG00000114812",7384,"VIPR1","7433"
"4333","ENSG00000114841",13873,"DNAH1","25981"
"4334","ENSG00000114850",5179,"SSR3","6747"
"4335","ENSG00000114853",5685,"ZBTB47","92999"
"4336","ENSG00000114854",1141,"TNNC1","7134"
"4337","ENSG00000114857",17309,"NKTR","4820"
"4338","ENSG00000114859",8522,"CLCN2","1181"
"4339","ENSG00000114861",32800,"FOXP1","27086"
"4340","ENSG00000114867",8752,"EIF4G1","1981"
"4341","ENSG00000114902",5121,"SPCS1","28972"
"4342","ENSG00000114904",6393,"NEK4","6787"
"4343","ENSG00000114923",4952,"SLC4A3","6508"
"4344","ENSG00000114933",14373,"INO80D","54891"
"4345","ENSG00000114942",1915,"EEF1B2","1933"
"4346","ENSG00000114948",6425,"ADAM23","8745"
"4347","ENSG00000114956",1455,"DGUOK","1716"
"4348","ENSG00000114978",6440,"MOB1A","55233"
"4349","ENSG00000114982",9022,"KANSL3","55683"
"4350","ENSG00000114988",2709,"LMAN2L","81562"
"4351","ENSG00000114993",5191,"RTKN","6242"
"4352","ENSG00000114999",15730,"TTL","150465"
"4353","ENSG00000115008",2017,"IL1A","3552"
"4354","ENSG00000115009",1594,"CCL20","6364"
"4355","ENSG00000115020",10839,"PIKFYVE","200576"
"4356","ENSG00000115041",7956,"KCNIP3","30818"
"4357","ENSG00000115042",5678,"FAHD2A","51011"
"4358","ENSG00000115053",8919,"NCL","4691"
"4359","ENSG00000115073",2853,"ACTR1B","10120"
"4360","ENSG00000115084",13398,"SLC35F5","80255"
"4361","ENSG00000115085",5314,"ZAP70","7535"
"4362","ENSG00000115091",11946,"ACTR3","10096"
"4363","ENSG00000115107",4562,"STEAP3","55240"
"4364","ENSG00000115109",9209,"EPB41L5","57669"
"4365","ENSG00000115112",9367,"TFCP2L1","29842"
"4366","ENSG00000115128",1125,"SF3B6","51639"
"4367","ENSG00000115129",2312,"TP53I3","9540"
"4368","ENSG00000115137",5624,"DNAJC27","51277"
"4369","ENSG00000115138",1538,"POMC","5443"
"4370","ENSG00000115145",6776,"STAM2","10254"
"4371","ENSG00000115155",8025,"OTOF","9381"
"4372","ENSG00000115159",7165,"GPD2","2820"
"4373","ENSG00000115163",1949,"CENPA","1058"
"4374","ENSG00000115165",3384,"CYTIP","9595"
"4375","ENSG00000115170",9842,"ACVR1","90"
"4376","ENSG00000115183",14915,"TANC1","85461"
"4377","ENSG00000115194",5766,"SLC30A3","7781"
"4378","ENSG00000115204",5625,"MPV17","4358"
"4379","ENSG00000115207",5702,"GTF3C2","2976"
"4380","ENSG00000115211",5193,"EIF2B4","8890"
"4381","ENSG00000115216",5329,"NRBP1","29959"
"4382","ENSG00000115221",5785,"ITGB6","3694"
"4383","ENSG00000115226",1937,"FNDC4","64838"
"4384","ENSG00000115232",10654,"ITGA4","3676"
"4385","ENSG00000115233",7311,"PSMD14","10213"
"4386","ENSG00000115234",3767,"SNX17","9784"
"4387","ENSG00000115239",6735,"ASB3","51130"
"4388","ENSG00000115239",6735,"GPR75-ASB3","100302652"
"4389","ENSG00000115241",3995,"PPM1G","5496"
"4390","ENSG00000115252",6632,"PDE1A","5136"
"4391","ENSG00000115255",2030,"REEP6","92840"
"4392","ENSG00000115257",3792,"PCSK4","54760"
"4393","ENSG00000115263",2378,"GCG","2641"
"4394","ENSG00000115266",12635,"APC2","10297"
"4395","ENSG00000115267",5225,"IFIH1","64135"
"4396","ENSG00000115268",2138,"RPS15","6209"
"4397","ENSG00000115271",5323,"GCA","25801"
"4398","ENSG00000115274",1442,"INO80B","83444"
"4399","ENSG00000115275",3584,"MOGS","7841"
"4400","ENSG00000115282",4767,"TTC31","64427"
"4401","ENSG00000115286",7456,"NDUFS7","374291"
"4402","ENSG00000115289",1744,"PCGF1","84759"
"4403","ENSG00000115290",3024,"GRB14","2888"
"4404","ENSG00000115295",23405,"CLIP4","79745"
"4405","ENSG00000115297",2810,"TLX2","3196"
"4406","ENSG00000115306",18473,"SPTBN1","6711"
"4407","ENSG00000115307",2455,"AUP1","550"
"4408","ENSG00000115310",6644,"RTN4","57142"
"4409","ENSG00000115317",3405,"HTRA2","27429"
"4410","ENSG00000115318",4519,"LOXL3","84695"
"4411","ENSG00000115325",2800,"DOK1","1796"
"4412","ENSG00000115339",4589,"GALNT3","2591"
"4413","ENSG00000115350",2000,"POLE4","56655"
"4414","ENSG00000115353",5128,"TACR1","6869"
"4415","ENSG00000115355",33942,"CCDC88A","55704"
"4416","ENSG00000115361",5152,"ACADL","33"
"4417","ENSG00000115363",2745,"EVA1A","84141"
"4418","ENSG00000115364",8947,"MRPL19","9801"
"4419","ENSG00000115365",5254,"LANCL1","10314"
"4420","ENSG00000115368",5040,"WDR75","84128"
"4421","ENSG00000115380",3962,"EFEMP1","2202"
"4422","ENSG00000115386",1715,"REG1A","5967"
"4423","ENSG00000115392",37977,"FANCL","55120"
"4424","ENSG00000115414",17216,"FN1","2335"
"4425","ENSG00000115415",18467,"STAT1","6772"
"4426","ENSG00000115419",9833,"GLS","2744"
"4427","ENSG00000115421",8479,"PAPOLG","64895"
"4428","ENSG00000115423",13514,"DNAH6","1768"
"4429","ENSG00000115425",3196,"PECR","55825"
"4430","ENSG00000115446",2230,"UNC50","25972"
"4431","ENSG00000115457",4742,"IGFBP2","3485"
"4432","ENSG00000115459",7259,"ELMOD3","84173"
"4433","ENSG00000115461",6466,"IGFBP5","3488"
"4434","ENSG00000115464",18443,"USP34","9736"
"4435","ENSG00000115468",2671,"EFHD1","80303"
"4436","ENSG00000115474",3636,"KCNJ13","3769"
"4437","ENSG00000115484",2701,"CCT4","10575"
"4438","ENSG00000115486",13307,"GGCX","2677"
"4439","ENSG00000115488",1143,"NEU2","4759"
"4440","ENSG00000115504",8224,"EHBP1","23301"
"4441","ENSG00000115507",4833,"OTX1","5013"
"4442","ENSG00000115514",2816,"TXNDC9","10190"
"4443","ENSG00000115520",2654,"COQ10B","80219"
"4444","ENSG00000115523",3047,"GNLY","10578"
"4445","ENSG00000115524",10421,"SF3B1","23451"
"4446","ENSG00000115525",16300,"ST3GAL5","8869"
"4447","ENSG00000115526",4499,"CHST10","9486"
"4448","ENSG00000115539",1532,"PDCL3","79031"
"4449","ENSG00000115540",4081,"MOB4","25843"
"4450","ENSG00000115541",1823,"HSPE1","3336"
"4451","ENSG00000115548",13299,"KDM3A","55818"
"4452","ENSG00000115556",5777,"PLCD4","84812"
"4453","ENSG00000115561",7019,"CHMP3","51652"
"4454","ENSG00000115568",11560,"ZNF142","7701"
"4455","ENSG00000115590",2957,"IL1R2","7850"
"4456","ENSG00000115592",3409,"PRKAG3","53632"
"4457","ENSG00000115593",4552,"SMYD1","150572"
"4458","ENSG00000115594",7123,"IL1R1","3554"
"4459","ENSG00000115596",1719,"WNT6","7475"
"4460","ENSG00000115598",2611,"IL1RL2","8808"
"4461","ENSG00000115602",5746,"IL1RL1","9173"
"4462","ENSG00000115604",4500,"IL18R1","8809"
"4463","ENSG00000115607",2966,"IL18RAP","8807"
"4464","ENSG00000115616",6175,"SLC9A2","6549"
"4465","ENSG00000115641",6626,"FHL2","2274"
"4466","ENSG00000115648",7435,"MLPH","79083"
"4467","ENSG00000115649",2719,"CNPPD1","27013"
"4468","ENSG00000115652",6980,"UXS1","80146"
"4469","ENSG00000115657",5205,"ABCB6","10058"
"4470","ENSG00000115661",4368,"STK16","8576"
"4471","ENSG00000115665",5168,"SLC5A7","60482"
"4472","ENSG00000115677",12160,"HDLBP","3069"
"4473","ENSG00000115685",3781,"PPP1R7","5510"
"4474","ENSG00000115687",10665,"PASK","23178"
"4475","ENSG00000115694",7588,"STK25","10494"
"4476","ENSG00000115705",8453,"TPO","7173"
"4477","ENSG00000115718",2491,"PROC","5624"
"4478","ENSG00000115738",2213,"ID2","3398"
"4479","ENSG00000115750",3975,"TAF1B","9014"
"4480","ENSG00000115756",6237,"HPCAL1","3241"
"4481","ENSG00000115758",3307,"ODC1","4953"
"4482","ENSG00000115760",18535,"BIRC6","57448"
"4483","ENSG00000115761",21331,"NOL10","79954"
"4484","ENSG00000115762",6728,"PLEKHB2","55041"
"4485","ENSG00000115806",4705,"GORASP2","26003"
"4486","ENSG00000115808",14351,"STRN","6801"
"4487","ENSG00000115816",3512,"CEBPZ","10153"
"4488","ENSG00000115825",10269,"PRKD3","23683"
"4489","ENSG00000115827",7657,"DCAF17","80067"
"4490","ENSG00000115828",2676,"QPCT","25797"
"4491","ENSG00000115839",20734,"RAB3GAP1","22930"
"4492","ENSG00000115840",6126,"SLC25A12","8604"
"4493","ENSG00000115841",6031,"RMDN2","151393"
"4494","ENSG00000115844",2971,"DLX2","1746"
"4495","ENSG00000115850",6580,"LCT","3938"
"4496","ENSG00000115866",4752,"DARS1","1615"
"4497","ENSG00000115875",4045,"SRSF7","6432"
"4498","ENSG00000115884",3613,"SDC1","6382"
"4499","ENSG00000115896",8122,"PLCL1","5334"
"4500","ENSG00000115902",6941,"SLC1A4","6509"
"4501","ENSG00000115904",22984,"SOS1","6654"
"4502","ENSG00000115919",17442,"KYNU","8942"
"4503","ENSG00000115935",15561,"WIPF1","7456"
"4504","ENSG00000115942",5831,"ORC2","4999"
"4505","ENSG00000115944",5605,"COX7A2L","9167"
"4506","ENSG00000115946",2630,"PNO1","56902"
"4507","ENSG00000115947",8916,"ORC4","5000"
"4508","ENSG00000115956",3205,"PLEK","5341"
"4509","ENSG00000115963",3594,"RND3","390"
"4510","ENSG00000115966",5751,"ATF2","1386"
"4511","ENSG00000115970",14197,"THADA","63892"
"4512","ENSG00000115977",24843,"AAK1","22848"
"4513","ENSG00000115993",7516,"TRAK2","66008"
"4514","ENSG00000115998",3573,"C2orf42","54980"
"4515","ENSG00000116001",6607,"TIA1","7072"
"4516","ENSG00000116005",5864,"PCYOX1","51449"
"4517","ENSG00000116014",1670,"KISS1R","84634"
"4518","ENSG00000116016",7291,"EPAS1","2034"
"4519","ENSG00000116017",7217,"ARID3A","1820"
"4520","ENSG00000116030",2153,"SUMO1","7341"
"4521","ENSG00000116031",1866,"CD207","50489"
"4522","ENSG00000116032",3281,"GRIN3B","116444"
"4523","ENSG00000116035",2975,"VAX2","25806"
"4524","ENSG00000116039",2656,"ATP6V1B1","525"
"4525","ENSG00000116044",14975,"NFE2L2","4780"
"4526","ENSG00000116062",17683,"MSH6","2956"
"4527","ENSG00000116095",14205,"PLEKHA3","65977"
"4528","ENSG00000116096",1458,"SPR","6697"
"4529","ENSG00000116106",7554,"EPHA4","2043"
"4530","ENSG00000116117",10522,"PARD3B","117583"
"4531","ENSG00000116120",6761,"FARSB","10056"
"4532","ENSG00000116127",22670,"ALMS1","7840"
"4533","ENSG00000116128",6331,"BCL9","607"
"4534","ENSG00000116132",8248,"PRRX1","5396"
"4535","ENSG00000116133",6214,"DHCR24","1718"
"4536","ENSG00000116138",8563,"DNAJC16","23341"
"4537","ENSG00000116141",15255,"MARK1","4139"
"4538","ENSG00000116147",12806,"TNR","7143"
"4539","ENSG00000116151",11337,"MORN1","79906"
"4540","ENSG00000116157",1692,"GPX7","2882"
"4541","ENSG00000116161",4611,"CACYBP","27101"
"4542","ENSG00000116171",8253,"SCP2","6342"
"4543","ENSG00000116176",1266,"TPSG1","25823"
"4544","ENSG00000116183",10926,"PAPPA2","60676"
"4545","ENSG00000116191",9161,"RALGPS2","55103"
"4546","ENSG00000116194",3598,"ANGPTL1","9068"
"4547","ENSG00000116198",11885,"CEP104","9731"
"4548","ENSG00000116199",6046,"FAM20B","9917"
"4549","ENSG00000116205",12168,"TCEANC2","127428"
"4550","ENSG00000116209",9149,"TMEM59","9528"
"4551","ENSG00000116212",2164,"LRRC42","115353"
"4552","ENSG00000116213",7634,"WRAP73","49856"
"4553","ENSG00000116218",1874,"NPHS2","7827"
"4554","ENSG00000116221",2549,"MRPL37","51253"
"4555","ENSG00000116237",4910,"ICMT","23463"
"4556","ENSG00000116251",4665,"RPL22","6146"
"4557","ENSG00000116254",10094,"CHD5","26038"
"4558","ENSG00000116260",9276,"QSOX1","5768"
"4559","ENSG00000116266",5892,"STXBP3","6814"
"4560","ENSG00000116273",3632,"PHF13","148479"
"4561","ENSG00000116285",4179,"ERRFI1","54206"
"4562","ENSG00000116288",2397,"PARK7","11315"
"4563","ENSG00000116299",9194,"ELAPOR1","57535"
"4564","ENSG00000116329",9317,"OPRD1","4985"
"4565","ENSG00000116337",9301,"AMPD2","271"
"4566","ENSG00000116350",8806,"SRSF4","6429"
"4567","ENSG00000116353",4138,"MECR","51102"
"4568","ENSG00000116396",26071,"KCNC4","3749"
"4569","ENSG00000116406",18576,"EDEM3","80267"
"4570","ENSG00000116455",2685,"WDR77","79084"
"4571","ENSG00000116459",3138,"ATP5PB","515"
"4572","ENSG00000116473",5532,"RAP1A","5906"
"4573","ENSG00000116478",3966,"HDAC1","3065"
"4574","ENSG00000116489",3495,"CAPZA1","829"
"4575","ENSG00000116497",9190,"S100PBP","64766"
"4576","ENSG00000116514",2734,"RNF19B","127544"
"4577","ENSG00000116521",2442,"SCAMP3","10067"
"4578","ENSG00000116525",3976,"TRIM62","55223"
"4579","ENSG00000116539",13783,"ASH1L","55870"
"4580","ENSG00000116544",4042,"DLGAP3","58512"
"4581","ENSG00000116560",7720,"SFPQ","6421"
"4582","ENSG00000116574",3965,"RHOU","58480"
"4583","ENSG00000116580",11970,"GON4L","54856"
"4584","ENSG00000116584",9250,"ARHGEF2","9181"
"4585","ENSG00000116586",1404,"LAMTOR2","28956"
"4586","ENSG00000116604",6351,"MEF2D","4209"
"4587","ENSG00000116641",24890,"DOCK7","85440"
"4588","ENSG00000116649",1894,"SRM","6723"
"4589","ENSG00000116661",3163,"FBXO2","26232"
"4590","ENSG00000116663",1735,"FBXO6","26270"
"4591","ENSG00000116667",11594,"C1orf21","81563"
"4592","ENSG00000116668",4068,"SWT1","54823"
"4593","ENSG00000116670",5431,"MAD2L2","10459"
"4594","ENSG00000116675",6958,"DNAJC6","9829"
"4595","ENSG00000116678",11370,"LEPR","3953"
"4596","ENSG00000116679",7873,"IVNS1ABP","10625"
"4597","ENSG00000116685",3281,"KIAA2013","90231"
"4598","ENSG00000116688",10234,"MFN2","9927"
"4599","ENSG00000116690",5049,"PRG4","10216"
"4600","ENSG00000116691",2821,"MIIP","60672"
"4601","ENSG00000116698",8317,"SMG7","9887"
"4602","ENSG00000116701",4319,"NCF2","4688"
"4603","ENSG00000116703",1331,"PDC","5132"
"4604","ENSG00000116704",6193,"SLC35D1","23169"
"4605","ENSG00000116711",2879,"PLA2G4A","5321"
"4606","ENSG00000116717",1925,"GADD45A","1647"
"4607","ENSG00000116721",2439,"PRAMEF1","65121"
"4608","ENSG00000116726",2889,"PRAMEF12","390999"
"4609","ENSG00000116729",4459,"WLS","79971"
"4610","ENSG00000116731",10933,"PRDM2","7799"
"4611","ENSG00000116741",2088,"RGS2","5997"
"4612","ENSG00000116745",2605,"RPE65","6121"
"4613","ENSG00000116747",9070,"RO60","6738"
"4614","ENSG00000116748",3082,"AMPD1","270"
"4615","ENSG00000116750",6661,"UCHL5","51377"
"4616","ENSG00000116752",1289,"BCAS2","10286"
"4617","ENSG00000116754",8473,"SRSF11","9295"
"4618","ENSG00000116761",2414,"CTH","1491"
"4619","ENSG00000116771",3095,"AGMAT","79814"
"4620","ENSG00000116774",2821,"OLFML3","56944"
"4621","ENSG00000116783",4733,"TNNI3K","51086"
"4622","ENSG00000116785",4261,"CFHR3","10878"
"4623","ENSG00000116786",4134,"PLEKHM2","23207"
"4624","ENSG00000116791",4085,"CRYZ","1429"
"4625","ENSG00000116793",7170,"PHTF1","10745"
"4626","ENSG00000116809",4240,"ZBTB17","7709"
"4627","ENSG00000116815",1784,"CD58","965"
"4628","ENSG00000116819",4308,"TFAP2E","339488"
"4629","ENSG00000116824",1635,"CD2","914"
"4630","ENSG00000116830",10158,"TTF2","8458"
"4631","ENSG00000116833",7543,"NR5A2","2494"
"4632","ENSG00000116852",12164,"KIF21B","23046"
"4633","ENSG00000116857",3919,"TMEM9","252839"
"4634","ENSG00000116863",1651,"ADPRS","54936"
"4635","ENSG00000116871",5271,"MAP7D1","55700"
"4636","ENSG00000116874",3830,"WARS2","10352"
"4637","ENSG00000116882",1877,"HAO2","51179"
"4638","ENSG00000116885",2788,"OSCP1","127700"
"4639","ENSG00000116898",2863,"MRPS15","64960"
"4640","ENSG00000116903",5100,"EXOC8","149371"
"4641","ENSG00000116906",3261,"GNPAT","8443"
"4642","ENSG00000116918",6353,"TSNAX","7257"
"4643","ENSG00000116922",4443,"C1orf109","54955"
"4644","ENSG00000116954",5116,"RRAGC","64121"
"4645","ENSG00000116962",5811,"NID1","4811"
"4646","ENSG00000116977",9462,"LGALS8","3964"
"4647","ENSG00000116981",9068,"NT5C1A","84618"
"4648","ENSG00000116983",4758,"HPCAL4","51440"
"4649","ENSG00000116984",19254,"MTR","4548"
"4650","ENSG00000116985",4826,"BMP8B","656"
"4651","ENSG00000116990",5063,"MYCL","4610"
"4652","ENSG00000116991",8552,"SIPA1L2","57568"
"4653","ENSG00000116996",2474,"ZP4","57829"
"4654","ENSG00000117000",6232,"RLF","6018"
"4655","ENSG00000117009",5946,"KMO","8564"
"4656","ENSG00000117010",3101,"ZNF684","127396"
"4657","ENSG00000117013",4408,"KCNQ4","9132"
"4658","ENSG00000117016",7259,"RIMS3","9783"
"4659","ENSG00000117020",16643,"AKT3","10000"
"4660","ENSG00000117036",6707,"ETV3","2117"
"4661","ENSG00000117054",13774,"ACADM","34"
"4662","ENSG00000117069",6059,"ST6GALNAC5","81849"
"4663","ENSG00000117090",4012,"SLAMF1","6504"
"4664","ENSG00000117091",3254,"CD48","962"
"4665","ENSG00000117114",24178,"ADGRL2","23266"
"4666","ENSG00000117115",6000,"PADI2","11240"
"4667","ENSG00000117118",2324,"SDHB","6390"
"4668","ENSG00000117122",2712,"MFAP2","4237"
