ID	adj.P.Val	P.Value	t	B	logFC	Gene	Gene.title
A_32_P82701	0.1744164	4.87E-02	-1.981892	-4.2140199	-0.5315103		
A_23_P120883	0.174424	4.87E-02	1.9818104	-4.2141712	1.4363298	HMOX1	heme oxygenase 1
A_24_P363953	0.174424	4.87E-02	-1.9817981	-4.2141939	-0.6074771	RAB11FIP2	RAB11 family interacting protein 2
A_24_P221235	0.1744857	4.87E-02	-1.9816075	-4.2145467	-0.3651773		
A_32_P16422	0.1744951	4.87E-02	1.9815467	-4.2146594	0.5968997	PRSS38	"protease, serine 38"
A_23_P140848	0.174549	4.88E-02	-1.9813756	-4.2149762	-0.3780234	MPHOSPH6	M-phase phosphoprotein 6
A_24_P465306	0.1746406	4.88E-02	-1.9811043	-4.2154784	-0.8142236		
A_24_P453740	0.1746406	4.88E-02	-1.9810737	-4.215535	-0.6213228	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21
A_24_P118247	0.1747053	4.88E-02	-1.980876	-4.2159009	-0.3027769	CTU2	cytosolic thiouridylase subunit 2
A_32_P227525	0.1747349	4.88E-02	-1.9807653	-4.2161059	-0.5609556		
A_23_P137016	0.1747519	4.88E-02	1.9806854	-4.2162537	0.6550934	SAT1	spermidine/spermine N1-acetyltransferase 1
A_24_P910060	0.1747767	4.89E-02	1.980498	-4.2166006	0.7092092		
A_32_P129752	0.1747767	4.89E-02	-1.9804946	-4.2166067	-0.3749532	TMEM30B	transmembrane protein 30B
A_32_P731227	0.1747767	4.89E-02	-1.9804769	-4.2166396	-0.3139531		
A_23_P106761	0.1747767	4.89E-02	-1.9804736	-4.2166456	-0.6016977	CORO1A	coronin 1A
A_24_P127954	0.1747962	4.89E-02	1.9803879	-4.2168042	0.3071212		
A_23_P321913	0.1749624	4.89E-02	1.9799345	-4.2176431	0.8092096	DEF6	"DEF6, guanine nucleotide exchange factor"
A_23_P23584	0.1749624	4.89E-02	-1.9798961	-4.2177141	-0.5393131	CTNNBIP1	catenin beta interacting protein 1
A_23_P59481	0.1749624	4.89E-02	-1.9798643	-4.217773	-0.252494	UBE3C	ubiquitin protein ligase E3C
A_24_P85188	0.1750023	4.89E-02	-1.9796546	-4.2181609	-0.7346952	LOC100131864	uncharacterized LOC100131864
A_24_P686975	0.1750023	4.90E-02	-1.9796472	-4.2181745	-0.4597706	FAM126B	family with sequence similarity 126 member B
A_23_P148737	0.1750023	4.90E-02	1.9796326	-4.2182015	1.2650263	MYBPH	myosin binding protein H
A_32_P214020	0.1750023	4.90E-02	-1.9796152	-4.2182338	-1.225236	MIR124-2HG	MIR124-2 host gene
A_24_P919038	0.1750167	4.90E-02	-1.979542	-4.2183691	-0.4262719		
A_23_P79069	0.1750957	4.90E-02	1.9792995	-4.2188176	0.7377497	RASAL3	RAS protein activator like 3
A_23_P388762	0.1750957	4.90E-02	1.9792718	-4.2188688	0.5288551	GPR107	G protein-coupled receptor 107
A_24_P276791	0.1751559	4.90E-02	1.9790684	-4.219245	0.659172	LRRC42	leucine rich repeat containing 42
A_24_P27627	0.1751559	4.90E-02	-1.9790481	-4.2192826	-0.3678662	CHRNB1	cholinergic receptor nicotinic beta 1 subunit
A_24_P214858	0.1751779	4.90E-02	-1.9789561	-4.2194526	-0.3428171	TREML2	triggering receptor expressed on myeloid cells like 2
A_24_P160440	0.1751799	4.90E-02	-1.9789137	-4.2195311	-0.4027066	MRPL55	mitochondrial ribosomal protein L55
A_24_P28657	0.1752134	4.90E-02	1.9787933	-4.2197537	0.449653	AHCTF1	AT-hook containing transcription factor 1
A_24_P480464	0.1752752	4.91E-02	1.9786033	-4.2201051	0.4289793		
A_23_P152487	0.1752846	4.91E-02	1.9785005	-4.2202951	0.4922357	KARS	lysyl-tRNA synthetase
A_23_P56288	0.1752846	4.91E-02	-1.9784719	-4.2203479	-0.3236627	LENG8	leukocyte receptor cluster member 8
A_24_P236956	0.1752846	4.91E-02	-1.9784672	-4.2203566	-0.7156477	RAB3D	"RAB3D, member RAS oncogene family"
A_24_P316965	0.1752847	4.91E-02	1.9784102	-4.220462	0.8162303	RSAD2	radical S-adenosyl methionine domain containing 2
A_23_P90612	0.1752847	4.91E-02	1.9783919	-4.2204959	0.6731119	MCM6	minichromosome maintenance complex component 6
A_24_P809567	0.1752899	4.91E-02	-1.9783415	-4.2205889	-0.3929396		
A_23_P51627	0.1752909	4.91E-02	-1.9782806	-4.2207016	-0.7354559	PPCS	phosphopantothenoylcysteine synthetase
A_23_P85140	0.1752909	4.91E-02	-1.9782639	-4.2207324	-0.8563569	TCEAL2	transcription elongation factor A like 2
A_32_P58614	0.1752956	4.91E-02	-1.9781655	-4.2209144	-1.1079925	CEP126	centrosomal protein 126
A_32_P64286	0.1752956	4.91E-02	-1.9781532	-4.2209371	-0.7255434	SIX3-AS1	SIX3 antisense RNA 1
A_24_P674443	0.1752956	4.91E-02	1.9781333	-4.2209738	0.5048588		
A_32_P4581	0.1752956	4.91E-02	1.9781021	-4.2210315	0.6011329		
A_32_P206698	0.1757415	4.93E-02	1.9769655	-4.2231317	0.8662133	CKS1B	CDC28 protein kinase regulatory subunit 1B
A_24_P394702	0.1757534	4.93E-02	-1.97684	-4.2233636	-0.886006	ARF5	ADP ribosylation factor 5
A_23_P41732	0.1757534	4.93E-02	1.9768279	-4.2233859	0.3347424	YTHDC2	YTH domain containing 2
A_24_P229766	0.1757534	4.93E-02	1.9768006	-4.2234365	0.5504541		
A_23_P258734	0.1757534	4.93E-02	-1.9767859	-4.2234635	-0.4697105		
A_23_P210811	0.1757916	4.93E-02	1.9766263	-4.2237584	0.9930326	CD93	CD93 molecule
A_23_P436369	0.1757916	4.93E-02	-1.9766048	-4.2237979	-0.467642	FILIP1	filamin A interacting protein 1
A_24_P359231	0.1757916	4.93E-02	-1.9765793	-4.2238452	-0.4951685	HIST1H2BJ	"histone cluster 1, H2bj"
A_32_P87697	0.175808	4.93E-02	1.9764655	-4.2240553	1.5113452	HLA-DRA	"major histocompatibility complex, class II, DR alpha"
A_23_P25121	0.175808	4.93E-02	1.9764638	-4.2240584	0.6196267	FKBP11	FK506 binding protein 11
A_23_P340338	0.1758166	4.93E-02	-1.9764049	-4.2241672	-0.4846559	LCE3E	late cornified envelope 3E
A_23_P204550	0.1758366	4.93E-02	1.9763167	-4.2243301	0.3546853	SCYL2	SCY1 like pseudokinase 2
A_32_P190682	0.1758366	4.93E-02	1.9762808	-4.2243964	0.9827658		
A_24_P148373	0.1758386	4.93E-02	1.9762383	-4.2244749	0.5161058	WASF2	WAS protein family member 2
A_23_P3212	0.1758658	4.94E-02	1.9761006	-4.2247291	0.3898992	DTWD1	DTW domain containing 1
A_32_P57844	0.1758658	4.94E-02	1.9760901	-4.2247485	2.1082743		
A_24_P23034	0.1758658	4.94E-02	1.9760313	-4.2248571	0.4579969	ZNFX1	zinc finger NFX1-type containing 1
A_32_P231346	0.1758658	4.94E-02	1.9760213	-4.2248757	0.6481052		
A_23_P25403	0.1758819	4.94E-02	1.975944	-4.2250184	0.3854418	HCFC2	host cell factor C2
A_32_P74561	0.1759799	4.94E-02	1.9756653	-4.2255328	0.4307011		
A_32_P182473	0.1759892	4.94E-02	1.9756049	-4.2256444	0.3444404	ZNF625	zinc finger protein 625
A_23_P4494	0.1760638	4.94E-02	-1.975384	-4.2260521	-0.4695293	DSC2	desmocollin 2
A_24_P341408	0.1760669	4.94E-02	1.9753321	-4.226148	0.7706397		
A_24_P684799	0.1760669	4.94E-02	-1.9753013	-4.2262049	-0.7840355		
A_23_P358548	0.1761153	4.95E-02	1.9751449	-4.2264935	1.1784908	SLC43A3	solute carrier family 43 member 3
A_23_P52402	0.1761262	4.95E-02	-1.9750575	-4.2266549	-0.4897953	PITRM1	pitrilysin metallopeptidase 1
A_32_P53234	0.1761262	4.95E-02	1.9750363	-4.2266939	0.7358647	LINC01480	long intergenic non-protein coding RNA 1480
A_23_P19182	0.1761262	4.95E-02	-1.9749948	-4.2267706	-0.5931846	REEP2	receptor accessory protein 2
A_24_P290114	0.1761262	4.95E-02	-1.9749679	-4.2268201	-0.4410483		
A_23_P16523	0.1761993	4.95E-02	1.9747399	-4.227241	1.3315095	GDF15	growth differentiation factor 15
A_23_P130266	0.1761993	4.95E-02	-1.9747133	-4.22729	-0.296839	LLGL1	"LLGL1, scribble cell polarity complex component"
A_32_P152437	0.176203	4.95E-02	-1.9746666	-4.2273762	-0.7402135	AKAP12	A-kinase anchoring protein 12
A_32_P29092	0.1763016	4.95E-02	-1.9743871	-4.227892	-0.3372348		
A_23_P162037	0.1763072	4.96E-02	-1.9743089	-4.2280362	-0.6338786	ARNTL	aryl hydrocarbon receptor nuclear translocator like
A_24_P18270	0.1763072	4.96E-02	-1.9742933	-4.228065	-0.4215025	UCMA	upper zone of growth plate and cartilage matrix associated
A_23_P200928	0.1763072	4.96E-02	1.9742293	-4.2281831	0.6252835	NID1	nidogen 1
A_24_P940576	0.1763072	4.96E-02	-1.9741977	-4.2282413	-0.3115603	KLHL42	kelch like family member 42
A_32_P50066	0.1763072	4.96E-02	-1.9741857	-4.2282635	-0.6279108	MAP9	microtubule associated protein 9
A_24_P214598	0.1763187	4.96E-02	-1.9740873	-4.228445	-0.8968495	PPM1K	"protein phosphatase, Mg2+/Mn2+ dependent 1K"
A_23_P153616	0.1763187	4.96E-02	-1.9740825	-4.2284538	-0.9520494	MADCAM1	mucosal vascular addressin cell adhesion molecule 1
A_32_P20523	0.1763678	4.96E-02	1.9739245	-4.2287453	0.5705558	TIGD2	tigger transposable element derived 2
A_32_P211603	0.1764679	4.96E-02	-1.9736412	-4.2292679	-0.2746603		
A_24_P928361	0.1765136	4.97E-02	1.9734914	-4.229544	0.7735397	NIN	ninein
A_23_P71226	0.1765258	4.97E-02	-1.9734242	-4.2296681	-0.3811909	SLC13A1	solute carrier family 13 member 1
A_32_P125808	0.1765441	4.97E-02	-1.9733303	-4.2298412	-0.6004477		
A_24_P370702	0.1765441	4.97E-02	1.9733043	-4.229889	1.3479122	GBP3	guanylate binding protein 3
A_24_P28208	0.1765466	4.97E-02	1.9732384	-4.2300106	0.7427624		
A_23_P300484	0.1765466	4.97E-02	1.9732231	-4.230039	0.5457809	OBSL1	obscurin like 1
A_23_P138899	0.1765878	4.97E-02	1.9730398	-4.2303768	0.6029835	COPB1	coatomer protein complex subunit beta 1
A_24_P365515	0.1765878	4.97E-02	-1.9730298	-4.2303952	-0.4815113	FOXA2	forkhead box A2
A_24_P119331	0.1765878	4.97E-02	1.9730096	-4.2304326	0.7056526		
A_32_P411592	0.1766139	4.97E-02	1.9728819	-4.2306679	0.4345074	MBD6	methyl-CpG binding domain protein 6
A_32_P139079	0.1766139	4.97E-02	1.9728708	-4.2306885	0.4919566	SERBP1	SERPINE1 mRNA binding protein 1
A_23_P28224	0.176625	4.97E-02	-1.972806	-4.2308079	-0.9240559	SCN1A	sodium voltage-gated channel alpha subunit 1
A_32_P24376	0.1766402	4.97E-02	-1.9727313	-4.2309456	-0.3167621	KRTAP2-3	keratin associated protein 2-3
A_23_P24260	0.1767278	4.98E-02	1.9724152	-4.2315282	0.489525	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
A_24_P141707	0.1767278	4.98E-02	-1.9724129	-4.2315326	-0.3434355	INHBE	inhibin beta E subunit
A_24_P126294	0.1767278	4.98E-02	-1.9723822	-4.2315891	-0.4555224		
A_24_P25437	0.1767278	4.98E-02	1.9723666	-4.2316178	0.5570463	C20orf197	chromosome 20 open reading frame 197
A_23_P50942	0.1767558	4.98E-02	-1.9722606	-4.2318133	-0.3742152	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
A_23_P109655	0.1767953	4.98E-02	-1.9721262	-4.232061	-0.6962064	SLC35G2	solute carrier family 35 member G2
A_23_P311087	0.1768255	4.98E-02	1.971957	-4.2323728	0.4982839	ZNF281	zinc finger protein 281
A_24_P594721	0.1768255	4.98E-02	-1.971882	-4.2325109	-0.4411832		
A_23_P431360	0.1768255	4.98E-02	1.9718579	-4.2325555	0.6332219	ZNF219	zinc finger protein 219
A_24_P941188	0.1768255	4.98E-02	-1.9718396	-4.232589	-0.4208063	OTUD3	OTU deubiquitinase 3
A_24_P3249	0.1768255	4.98E-02	-1.9718383	-4.2325915	-0.9021607	RARB	retinoic acid receptor beta
A_24_P307674	0.1768255	4.98E-02	-1.9718086	-4.2326461	-0.531653		
A_32_P78733	0.1768255	4.98E-02	1.9717902	-4.2326801	0.478574		
A_23_P317796	0.1768891	4.99E-02	-1.971597	-4.2330362	-0.3772163	MOGAT3	monoacylglycerol O-acyltransferase 3
A_24_P33446	0.1768998	4.99E-02	-1.9715103	-4.2331959	-0.5600464	KRTAP5-AS1	KRTAP5-1/KRTAP5-2 antisense RNA 1
A_23_P340218	0.1768998	4.99E-02	1.9714958	-4.2332226	0.568454	MFSD6L	major facilitator superfamily domain containing 6 like
A_24_P251899	0.1769047	4.99E-02	1.9714465	-4.2333134	0.492678	CSNK1A1	casein kinase 1 alpha 1
A_24_P371892	0.1769468	4.99E-02	1.9713058	-4.2335726	0.5471234	FOXP4	forkhead box P4
A_23_P112341	0.1769622	4.99E-02	1.9712307	-4.233711	0.5150741	RMI1	RecQ mediated genome instability 1
A_23_P91293	0.1769692	4.99E-02	-1.9711761	-4.2338116	-0.4332466	VAPB	VAMP associated protein B and C
A_24_P101261	0.177016	4.99E-02	1.971024	-4.2340918	0.6590462		
A_23_P7005	0.1770382	4.99E-02	-1.9708974	-4.2343248	-0.319447	ALG3	"ALG3, alpha-1,3- mannosyltransferase"
A_23_P56898	0.1770382	5.00E-02	1.9708664	-4.2343819	0.7048357	KYNU	kynureninase
A_23_P112634	0.1770382	5.00E-02	-1.9708575	-4.2343983	-0.3874883	SMIM14	small integral membrane protein 14
A_23_P32294	0.1770969	5.00E-02	1.9706633	-4.234756	0.3665492	FAM120A	family with sequence similarity 120A
A_32_P33821	0.1770969	5.00E-02	1.9706389	-4.234801	0.4923566	SMIM15	small integral membrane protein 15
A_23_P254790	0.1771721	5.00E-02	-1.9704066	-4.2352288	-0.238084	TAF9B	TATA-box binding protein associated factor 9b
A_23_P64751	0.1771721	5.00E-02	-1.9703728	-4.235291	-0.338472	GPR182	G protein-coupled receptor 182
A_24_P129834	0.1771721	5.00E-02	-1.9702628	-4.2354936	-0.5501256	TPH2	tryptophan hydroxylase 2
A_23_P368740	0.1771721	5.00E-02	1.9702316	-4.2355511	0.6421395	HDAC10	histone deacetylase 10
A_24_P204675	0.1771721	5.00E-02	1.9702195	-4.2355732	0.4366469	NPIPB5	nuclear pore complex interacting protein family member B5
A_24_P938025	0.1771721	5.00E-02	-1.9701623	-4.2356785	-0.5647787		
A_23_P368681	0.1771721	5.00E-02	1.970133	-4.2357324	0.7262944	GIMAP2	"GTPase, IMAP family member 2"
A_23_P387031	0.1771721	5.00E-02	-1.9701248	-4.2357477	-0.8160226	COL23A1	collagen type XXIII alpha 1 chain
A_23_P51745	0.1771721	5.00E-02	-1.9701183	-4.2357596	-0.316755	PROK1	prokineticin 1
A_24_P118211	0.1772095	5.01E-02	1.9699895	-4.2359967	0.9601707		
A_23_P24104	0.1772228	5.01E-02	1.9699195	-4.2361256	1.2062166	PLAU	"plasminogen activator, urokinase"
A_24_P274842	0.1772417	5.01E-02	1.9698358	-4.2362797	0.4753412	TP53TG1	TP53 target 1 (non-protein coding)
A_23_P87513	0.1772708	5.01E-02	1.9697274	-4.2364793	0.4028223	ATP6V0A2	ATPase H+ transporting V0 subunit a2
A_23_P314101	0.1772902	5.01E-02	1.9696369	-4.2366459	0.7573754	SUSD2	sushi domain containing 2
A_23_P43613	0.1772902	5.01E-02	-1.9696051	-4.2367044	-0.451162	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6
A_23_P117599	0.1773029	5.01E-02	-1.9695368	-4.2368302	-0.4575932	AHSA1	activator of Hsp90 ATPase activity 1
A_23_P167269	0.1773094	5.01E-02	1.9694491	-4.2369916	0.3716049	TMA16	translation machinery associated 16 homolog
A_24_P305570	0.1773094	5.01E-02	1.9694459	-4.2369973	0.6848964	RIN2	Ras and Rab interactor 2
A_24_P752208	0.1773311	5.01E-02	1.9693239	-4.2372219	0.8435256		
A_23_P411157	0.1773311	5.01E-02	-1.9693182	-4.2372324	-0.5048463	WNT1	Wnt family member 1
A_23_P122041	0.1773627	5.01E-02	-1.9691679	-4.237509	-0.4343322	PPP2CA	protein phosphatase 2 catalytic subunit alpha
A_24_P727884	0.1773627	5.01E-02	-1.9691662	-4.2375122	-0.6440592	KIAA1549L	KIAA1549 like
A_23_P74097	0.177479	5.02E-02	1.9688337	-4.238124	0.5890171	TCEB3	transcription elongation factor B subunit 3
A_32_P76137	0.177479	5.02E-02	1.968807	-4.2381731	0.5136716		
A_23_P207476	0.1774973	5.02E-02	1.9687251	-4.2383239	0.4638029	SPAG9	sperm associated antigen 9
A_32_P112970	0.1775006	5.02E-02	1.9686795	-4.2384076	0.4718831		
A_23_P169437	0.1775514	5.02E-02	1.9684818	-4.2387714	0.4865018	LCN2	lipocalin 2
A_23_P12816	0.1775514	5.02E-02	1.9684809	-4.2387731	0.5484423	HELLS	"helicase, lymphoid-specific"
A_23_P325862	0.1775557	5.02E-02	-1.9684093	-4.2389047	-0.5534543		
A_24_P933310	0.1775557	5.02E-02	1.9683902	-4.2389399	0.5813573		
A_23_P417921	0.1775557	5.02E-02	-1.968335	-4.2390415	-0.4407531	DNAJC5G	DnaJ heat shock protein family (Hsp40) member C5 gamma
A_23_P200815	0.1775557	5.03E-02	-1.9682925	-4.2391198	-0.4278631		
A_23_P217510	0.1775557	5.03E-02	1.9682527	-4.2391929	1.0434447	CD99	CD99 molecule
A_24_P246626	0.1775557	5.03E-02	1.9682464	-4.2392044	1.4301003		
A_32_P219279	0.1775574	5.03E-02	-1.9682048	-4.2392809	-0.8283495	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2
A_23_P217564	0.1775706	5.03E-02	-1.968135	-4.2394094	-0.5014618	ACSL4	acyl-CoA synthetase long-chain family member 4
A_32_P95397	0.1775706	5.03E-02	1.9680652	-4.2395378	0.7562606	ITGB1	integrin subunit beta 1
A_32_P62863	0.1775706	5.03E-02	-1.9680577	-4.2395515	-0.5325772	SCHIP1	schwannomin interacting protein 1
A_23_P92261	0.1775706	5.03E-02	1.9680234	-4.2396146	0.6669918	ECE2	endothelin converting enzyme 2
A_23_P321511	0.1776132	5.03E-02	1.9678619	-4.2399117	0.6304425	3-Mar	membrane associated ring-CH-type finger 3
A_23_P74380	0.1776132	5.03E-02	1.9678446	-4.2399435	0.4698195	WARS2	"tryptophanyl tRNA synthetase 2, mitochondrial"
A_24_P707530	0.1776135	5.03E-02	1.9678066	-4.2400134	0.8080004		
A_23_P17030	0.177624	5.03E-02	1.9677004	-4.2402087	0.422559	RNPEPL1	arginyl aminopeptidase like 1
A_23_P388190	0.177624	5.03E-02	1.9676988	-4.2402115	0.3354154	DIDO1	death inducer-obliterator 1
A_23_P162228	0.177624	5.03E-02	1.9676691	-4.2402663	0.4178581	NACA	nascent polypeptide-associated complex alpha subunit
A_23_P122937	0.1777024	5.03E-02	-1.9674401	-4.2406873	-0.8637985	ELMO1	engulfment and cell motility 1
A_23_P159650	0.1777062	5.04E-02	-1.9673935	-4.240773	-0.4861626	COX7B	cytochrome c oxidase subunit 7B
A_23_P14543	0.1777307	5.04E-02	1.9672917	-4.2409601	0.4206736	ALKBH1	"alkB homolog 1, histone H2A dioxygenase"
A_23_P374812	0.1777307	5.04E-02	1.9672591	-4.2410201	0.6812231	ATM	ATM serine/threonine kinase
A_23_P424269	0.1777388	5.04E-02	1.967202	-4.2411251	0.3657659		
A_24_P40968	0.177741	5.04E-02	1.9671594	-4.2412035	0.4621106	MGA	"MGA, MAX dimerization protein"
A_24_P755169	0.1779265	5.04E-02	-1.9666691	-4.2421047	-0.5863101		
A_32_P120454	0.1780298	5.05E-02	1.9663797	-4.2426366	0.7349416		
A_23_P212639	0.1780712	5.05E-02	1.9661907	-4.242984	0.3901726	TRA2B	transformer 2 beta homolog (Drosophila)
A_23_P51754	0.1780712	5.05E-02	1.9661871	-4.2429906	0.5789272	RAP1A	"RAP1A, member of RAS oncogene family"
A_23_P213141	0.1780712	5.05E-02	-1.9661669	-4.2430277	-0.720615	TRIM2	tripartite motif containing 2
A_23_P80062	0.1781155	5.05E-02	1.9660216	-4.2432947	0.403935	TAF4	TATA-box binding protein associated factor 4
A_24_P386622	0.1781258	5.05E-02	-1.9659512	-4.243424	-0.9556379	ARRB1	arrestin beta 1
A_23_P123666	0.1781258	5.05E-02	1.965922	-4.2434777	0.4876943	TBC1D2	TBC1 domain family member 2
A_24_P258473	0.1781388	5.05E-02	1.9657943	-4.2437123	1.3103058	SMOC1	SPARC related modular calcium binding 1
A_24_P942250	0.1781388	5.05E-02	1.9657882	-4.2437234	0.815772	CHD9	chromodomain helicase DNA binding protein 9
A_23_P205867	0.1781388	5.05E-02	1.9657718	-4.2437537	0.6492399	NR2E3	nuclear receptor subfamily 2 group E member 3
A_32_P169222	0.1781388	5.05E-02	1.9657412	-4.2438099	0.8176871		
A_24_P110914	0.1782145	5.06E-02	1.9655194	-4.2442173	0.5567027	TPT1-AS1	TPT1 antisense RNA 1
A_23_P413180	0.1782313	5.06E-02	1.9654411	-4.2443611	0.8422114	MDM1	Mdm1 nuclear protein
A_24_P696270	0.1782438	5.06E-02	-1.9653736	-4.2444852	-0.5287713		
A_23_P213718	0.1782621	5.06E-02	-1.9652916	-4.2446358	-0.4860928	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
A_24_P174367	0.178273	5.06E-02	-1.9652277	-4.2447531	-0.4402659	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2
A_23_P50039	0.1783055	5.06E-02	-1.9651113	-4.244967	-0.2799359	MC5R	melanocortin 5 receptor
A_24_P345123	0.1784017	5.07E-02	1.9648397	-4.2454657	0.4882259	MPZL1	myelin protein zero like 1
A_32_P172848	0.178518	5.07E-02	1.964496	-4.2460968	0.3268379	GK	glycerol kinase
A_32_P206344	0.178518	5.07E-02	-1.9644765	-4.2461326	-0.8221913		
A_32_P180385	0.178518	5.07E-02	1.9644446	-4.2461911	0.6167803	LINC01596	long intergenic non-protein coding RNA 1596
A_24_P193911	0.1785369	5.07E-02	-1.9643615	-4.2463439	-0.582101	MAPRE2	microtubule associated protein RP/EB family member 2
A_32_P228806	0.1785489	5.07E-02	1.9642951	-4.2464657	0.6157266		
A_23_P89509	0.1786504	5.07E-02	1.9640107	-4.2469878	1.0932128	SPAG5	sperm associated antigen 5
A_23_P358928	0.1786786	5.08E-02	1.9639049	-4.247182	0.5863088	SRI	sorcin
A_24_P636882	0.1787291	5.08E-02	1.9637318	-4.2474997	0.7780669	STK17B	serine/threonine kinase 17b
A_23_P303978	0.1787291	5.08E-02	1.9637076	-4.247544	0.9858372		
A_23_P215790	0.1787391	5.08E-02	1.9636461	-4.247657	1.5413366	EGFR	epidermal growth factor receptor
A_32_P122494	0.1787504	5.08E-02	1.9635709	-4.2477951	0.3098495		
A_23_P154667	0.1787504	5.08E-02	-1.9635442	-4.247844	-0.4413585	FKBP1A	FK506 binding protein 1A
A_24_P91566	0.1788189	5.08E-02	1.9632954	-4.2483005	0.8811594	BMP7	bone morphogenetic protein 7
A_24_P407373	0.1788189	5.08E-02	-1.9631758	-4.2485201	-0.3151641	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)
A_24_P161600	0.1788189	5.08E-02	-1.9631532	-4.2485615	-0.3952814	SMG1P2	"SMG1P2, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 2"
A_23_P311895	0.1788189	5.08E-02	-1.9631506	-4.2485664	-0.4945478	CLIC5	chloride intracellular channel 5
A_23_P346357	0.1788189	5.08E-02	1.9631427	-4.2485808	0.3273162	ZFP41	ZFP41 zinc finger protein
A_23_P476	0.1788189	5.09E-02	1.9631374	-4.2485906	0.7015569	MPZL1	myelin protein zero like 1
A_23_P85932	0.1788189	5.09E-02	-1.9630977	-4.2486634	-0.3529306	LOC100506571	uncharacterized LOC100506571
A_23_P152356	0.1788189	5.09E-02	1.9630249	-4.2487969	0.3393011	ZNF200	zinc finger protein 200
A_24_P33953	0.1788189	5.09E-02	-1.9629976	-4.248847	-0.4462366		
A_32_P92642	0.1788189	5.09E-02	1.9629487	-4.2489368	0.3914229		
A_24_P932208	0.1788189	5.09E-02	1.96293	-4.2489711	0.7128582	CREB1	cAMP responsive element binding protein 1
A_24_P72750	0.1788189	5.09E-02	-1.9629148	-4.2489989	-0.5271035	SPIN1	spindlin 1
A_24_P937107	0.1788189	5.09E-02	-1.9628938	-4.2490375	-0.742273		
A_23_P313734	0.1788256	5.09E-02	1.9628403	-4.2491356	0.4259152	CEP295	centrosomal protein 295
A_24_P62237	0.1788754	5.09E-02	-1.9626308	-4.2495199	-0.4489033	CERK	ceramide kinase
A_23_P431591	0.1788754	5.09E-02	1.9626156	-4.2495479	1.0100088	ANXA2R	annexin A2 receptor
A_23_P409723	0.1788754	5.09E-02	-1.9626076	-4.2495625	-0.5341039	LOC254896	uncharacterized LOC254896
A_23_P111054	0.1788861	5.09E-02	1.9625444	-4.2496783	0.6810102	HIST1H2BB	"histone cluster 1, H2bb"
A_23_P105118	0.1789264	5.09E-02	-1.9624092	-4.2499264	-0.4419383	OR51G1	olfactory receptor family 51 subfamily G member 1 (gene/pseudogene)
A_32_P120084	0.17895	5.09E-02	1.9623035	-4.2501203	0.4038053	CCDC59	coiled-coil domain containing 59
A_23_P23227	0.17895	5.10E-02	1.9622173	-4.2502783	0.4439252	PKN2	protein kinase N2
A_23_P214499	0.17895	5.10E-02	1.962189	-4.2503303	0.5705257	BTN3A1	butyrophilin subfamily 3 member A1
A_23_P204702	0.17895	5.10E-02	1.9621668	-4.2503711	0.4473605	TMBIM6	transmembrane BAX inhibitor motif containing 6
A_24_P314554	0.17895	5.10E-02	1.9621659	-4.2503726	0.6955761	GOLGA2P2Y	"golgin A2 pseudogene 2, Y-linked"
A_23_P208482	0.1789998	5.10E-02	-1.9620077	-4.2506627	-0.4797826	CLEC4M	C-type lectin domain family 4 member M
A_23_P25060	0.1790344	5.10E-02	1.9618864	-4.2508851	0.7398173		
A_24_P38702	0.179035	5.10E-02	-1.961848	-4.2509556	-0.3756596	NKX2-3	NK2 homeobox 3
A_23_P426809	0.1790624	5.10E-02	-1.9617442	-4.2511459	-0.4170915	ARHGEF11	Rho guanine nucleotide exchange factor 11
A_23_P406448	0.179068	5.10E-02	-1.9616934	-4.251239	-0.5258123	RAB9B	"RAB9B, member RAS oncogene family"
A_23_P155900	0.1790717	5.10E-02	-1.9616472	-4.2513238	-0.5762579	NPFFR2	neuropeptide FF receptor 2
A_32_P225301	0.1791474	5.11E-02	1.961398	-4.2517807	0.7678277		
A_23_P117734	0.1791474	5.11E-02	-1.9613891	-4.2517971	-0.3609348	LYSMD4	LysM domain containing 4
A_24_P586264	0.1791849	5.11E-02	-1.9612609	-4.252032	-0.7646621	PPM1K	"protein phosphatase, Mg2+/Mn2+ dependent 1K"
A_32_P99432	0.1791895	5.11E-02	-1.9612125	-4.2521207	-0.5286561	TRAPPC5	trafficking protein particle complex 5
A_23_P342009	0.1791931	5.11E-02	-1.9611665	-4.252205	-0.29634	HFE	hemochromatosis
A_24_P289043	0.1792657	5.11E-02	1.9609531	-4.2525962	0.7062707		
A_24_P399500	0.179313	5.11E-02	-1.9608012	-4.2528746	-0.4014158	PCP2	Purkinje cell protein 2
A_32_P66306	0.1793402	5.11E-02	-1.960698	-4.2530638	-0.5637392	TOB1-AS1	TOB1 antisense RNA 1
